ASV	Class	Core	Relative_Abundance	Ash	Charred_Org_C	Mineral	Control_Mineral
66d4e9de6f66a7e2258268dd9dff0e9c	Bacilli	None	1.21E-05	0	0	100	0
2cfb2970659c5425547f6788e34fc4f4	Bacteroidia	None	2.21E-05	0	100	0	0
8c5bb7f485e99f28c6c5c0bf440c226c	Blastocatellia	None	6.69E-05	0	0	0	100
e3632bba5465a83bd53a39cfabbd773e	Planctomycetes	None	1.92E-05	0	0	0	100
14780027f57a6238e16ad4f5d08a3c77	Bacteroidia	None	0.00022559	28.70662461	69.40063091	1.892744479	0
7a7272948670340ec2d4c0886c52cacc	Alphaproteobacteria	None	3.06E-05	0	0	100	0
cbf2996056bdfef96d5d853fe3147c2b	Bacteroidia	None	1.07E-05	0	100	0	0
623a627c78a0b5784786b0c470f3b988	Bacteroidia	None	5.62E-05	100	0	0	0
77398f061cdd8baeb7f760879fe82e0a	Alphaproteobacteria	None	2.92E-05	0	100	0	0
b1e846004acb41fc6faa49cd37e62b07	Alphaproteobacteria	None	1.14E-05	0	100	0	0
f719f4e8e568dd6009a2d3ce9babb450	Actinobacteria	None	7.83E-06	0	0	0	100
f0d2fa54e8b8e86edb0c50d545626bd5	Bacteroidia	None	2.13E-06	0	0	100	0
08b8b9ec9d0c026611adeeaed0d2bf07	Planctomycetes	None	8.54E-06	0	0	0	100
e7146c61b06a56fc0dc06173896d06f0	Bacteroidia	None	9.04E-05	0	48.81889764	51.18110236	0
8b2279d344a707a0286f4355f6db92ff	Bacteroidia	None	4.98E-06	0	100	0	0
d5f0c615420e9c9e141081b35786de0c	Alphaproteobacteria	None	2.49E-05	0	100	0	0
cccb8319e01e55ad21adbacc508d93e4	Actinobacteria	None	1.14E-05	0	0	100	0
ff622e8bf0a6612a0808718e28e44a17	Bacilli	None	0.000259748	0	0	100	0
df58912ec0e128b6e4a828944e34764e	Verrucomicrobiae	None	7.97E-05	0	0	0	100
32f6ff754ab9e402f6dddcfd36dbfad7	Bacteroidia	None	7.26E-05	79.41176471	20.58823529	0	0
65d34928bb306b2513b74edc8c3d033c	Bacteroidia	None	4.55E-05	0	43.75	56.25	0
2dc7087fc87a98349d880c5cc9b29f49	Alphaproteobacteria	None	2.85E-05	0	0	100	0
4b16a9288962fade767747ca0ffbb50b	Alphaproteobacteria	None	7.12E-06	30	20	50	0
66dd774fe024a46277c889803fa0af89	Planctomycetes	None	2.63E-05	0	0	0	100
af29dfd04ba53154283022924c0e0904	Bacteroidia	None	2.85E-06	0	0	100	0
887fc3ef6d4ccab0352754e14c91f5e6	Alphaproteobacteria	None	2.13E-06	0	0	0	100
207da902de7fb21f892fca109bf40713	Planctomycetes	None	4.98E-06	0	0	0	100
f721d83108dd078d9769b367dfa3c1d9	Gammaproteobacteria	None	0.000325931	0	74.01746725	20.52401747	5.458515284
31adfb543d7566dd0ece2200669343f7	Gammaproteobacteria	None	0.001442492	0	31.72175629	68.27824371	0
0ff825222471e511ff5bce4826caac71	Bacteroidia	None	2.13E-06	100	0	0	0
3b71f57bb92c50b2397cb3fc5443c9c7	Planctomycetes	None	3.56E-06	100	0	0	0
d056eaae52186d231eab1da634a27a2e	Bacteroidia	None	1.07E-05	0	0	0	100
fa1fb08aefe61b146876fefd3de87038	Verrucomicrobiae	None	3.06E-05	0	0	0	100
1e28fcf3b0f8d0ea73dd8c7bbc4a61c7	Bacteroidia	None	0.002618831	92.33695652	7.663043478	0	0
e6c95ef6f1c81faa9188f0a9cf241e44	Acidimicrobiia	None	8.54E-06	0	0	0	100
0f95718f7afd51a235133c2e20dad47c	Alphaproteobacteria	None	4.27E-06	0	0	0	100
d6efd2da2728fd74ded268122ee05036	Alphaproteobacteria	None	0.001058919	0	10.61827957	85.88709677	3.494623656
2b8313923596f09c18a4b6802c632b36	Bacteroidia	None	0.000242669	0	50.14662757	49.85337243	0
0d3fc52fdd32edccbce8fa12c6e187a2	Blastocatellia	None	8.54E-06	0	0	0	100
14aa739bdc802e23ad0fe083447782dd	Planctomycetes	None	1.14E-05	0	0	0	100
f4965c240c92bade6a4e8c28349cf16b	Verrucomicrobiae	None	0.000124537	0	0	0	100
c7307da32ee1752a5f6915aabd0ab97f	Verrucomicrobiae	None	1.21E-05	0	0	0	100
88386623542ffc99ee8251cd2f3d7ad0	Verrucomicrobiae	None	0.00013023	0	53.55191257	46.44808743	0
4c4533ae535a8f1915771a29c1c98c6a	Verrucomicrobiae	None	2.78E-05	0	100	0	0
72c3218f11e089174edd2d6ac040e257	Bacilli	None	0.000114574	0	54.65838509	45.34161491	0
855856d33621d0482dd7cc4b72f372cf	Bacteroidia	None	0.000236976	100	0	0	0
a3a15e75c4b2bb421c51b31a8c9fdd1a	Alphaproteobacteria	None	4.27E-06	0	0	100	0
986c44b317ed2f8d10fca982b5bef146	Bacteroidia	None	1.49E-05	0	0	0	100
fa90bb34c52171e2fc7a082d22652a4c	Gammaproteobacteria	None	8.54E-06	0	0	100	0
227253fef87fe5013141954fceea878d	Actinobacteria	Ash & Organic	0.016654486	13.94265692	67.64944665	18.40789642	0
85f482a70424d807c3874cfe4de688f4	Alphaproteobacteria	None	3.56E-06	0	0	0	100
71ddafeacbd98cd477e100c137ef29e8	Alphaproteobacteria	None	3.56E-06	0	0	0	100
ae3d16e8d08f070f3f34e3a161a573e9	Alphaproteobacteria	None	0.000581409	28.51897185	71.48102815	0	0
6ca5554329c6dcbe5bc0a5db67f740fe	Actinobacteria	None	4.98E-05	0	0	0	100
03c146116d9afbffa3162363dcf185d8	Alphaproteobacteria	None	8.75E-05	0	66.66666667	33.33333333	0
e38cdc0771494753c7c0e451a0fef477	Bacteroidia	None	0.00055579	1.408450704	84.50704225	14.08450704	0
fc4087c70e86bab2afa06709eb542d93	Bacteroidia	None	2.06E-05	0	0	100	0
5dfbe16b7e690ecf453cffcd7e2f42a9	Planctomycetes	None	3.56E-06	0	0	0	100
7d34b1ad3913f38f1e424d7233384262	Gammaproteobacteria	None	8.54E-06	0	0	0	100
82ead1fc71a46a4ddff24a0a7ec94a24	Bacteroidia	None	0.000103899	0	0	100	0
b899be5a0112fa5d46fea0ba45e66145	Bacteroidia	None	0.000712351	10.78921079	18.48151848	65.53446553	5.194805195
fa771a45d287bfe54c77d7418262d7b3	Actinobacteria	None	9.04E-05	0	0	0	100
06f7a50b8b46be74292a35d41791c36b	Bacteroidia	None	9.96E-06	100	0	0	0
9256aed0434b35346b76a2eabad65261	Gammaproteobacteria	None	9.96E-06	100	0	0	0
7068b1637b7412cc4ec7cdb63f04a453	Actinobacteria	None	1.07E-05	100	0	0	0
6098b087f7429a04f5e9032f98cccbf4	Gammaproteobacteria	None	2.13E-06	0	0	0	100
3dd353a22f0728bab763874b5af32324	Alphaproteobacteria	None	4.27E-06	0	0	0	100
37f7165d3db313efd8610c05d753e4df	Bacteroidia	None	1.07E-05	0	0	100	0
bca92bacb095b7b7038fa9db51eecb3a	Actinobacteria	None	1.78E-05	0	0	100	0
87c15850d20f3e0a0c2b1f22d8e08887	Planctomycetes	None	9.25E-06	0	0	0	100
2aab480046086a7017e2497a0e0c00a6	Bacteroidia	None	1.21E-05	0	100	0	0
7dc3c2471f31ab4e39cb54143ac1c54c	Alphaproteobacteria	None	3.56E-06	0	100	0	0
d972ef65d4742015e32b3320d3b33a3a	Verrucomicrobiae	None	2.85E-06	0	0	0	100
537ec853a9af0c6f5b2f331cdac41068	Gammaproteobacteria	None	3.13E-05	0	0	0	100
77fb97381b583af41aec56a89b31e21c	Alphaproteobacteria	None	2.13E-05	0	0	100	0
a2bf8a8148f92910060d9c9e1a75d30f	Gammaproteobacteria	None	0.000120267	0	0	100	0
c5ad37c7efd2a86b3f59c277c4e9673c	Verrucomicrobiae	None	2.06E-05	0	0	0	100
afb5dffc141093047776e2599342d0ef	Alphaproteobacteria	None	7.12E-06	0	0	0	100
605480cb69cdab8e5dafa4750a9d4969	Actinobacteria	None	2.13E-06	0	0	0	100
51d13c350871e7e3b09a090b61c89685	Bacteroidia	None	5.55E-05	23.07692308	76.92307692	0	0
8211dcac0f26f8d9efff1c2f6a800e80	Actinobacteria	None	8.40E-05	0	0	100	0
c67d1a3570585227cab33e7c32ee6d67	Bacteroidia	None	7.12E-06	0	0	0	100
23dc76b5c270487ad8c94281094598cd	Planctomycetes	None	1.07E-05	0	0	0	100
e815840fdd9a6038d67c6878dbb3af8e	Alphaproteobacteria	None	2.21E-05	0	0	0	100
aee23bfb05fd3cc0ca7b392a9e2b9c4c	Bacteroidia	None	3.56E-06	100	0	0	0
e4fb16123647885661750a901efa2993	Actinobacteria	None	7.83E-05	0	100	0	0
2837cfe6bba3b5938fc54b37e43d11ce	Alphaproteobacteria	None	1.64E-05	0	0	100	0
7e77779210b2887a074473e902da3593	Bacteroidia	None	7.33E-05	0	0	77.66990291	22.33009709
595c8b8e312c12524cc06f2b7fda2a76	Planctomycetes	Unburned Mineral	0.00029106	0	0	5.623471883	94.37652812
d5e1d9153604154550636471dea0e7bc	Bacteroidia	None	7.12E-06	0	0	0	100
4d83618743a2216c920834beae76821c	Alphaproteobacteria	None	2.85E-06	0	0	0	100
b254357294d3682009fb8c1149fa4c14	Verrucomicrobiae	None	1.64E-05	0	0	0	100
6849bb6cfdf3a47c39efe4ad33d2f9cc	Bacteroidia	None	1.35E-05	0	0	0	100
0d36753abebdd26fb09fd226f5511a52	Bacteroidia	None	8.61E-05	0	0	0	100
88a5798c83eb01b4d128284aca212929	Bacteroidia	None	1.71E-05	0	0	100	0
c182a3bc60f96e32ae63cc589844639e	Bacteroidia	None	8.47E-05	0	0	0	100
a0dbf032f66c5189045257cf0029c8f1	Actinobacteria	None	7.83E-06	0	0	0	100
1adf57a06e55a51b50b6acab5e401762	Verrucomicrobiae	None	1.71E-05	0	0	0	100
b6f6ebaac7f11ba0c2082310ec8bae85	Bacilli	None	2.70E-05	0	0	100	0
38c27ceaed634984c1225a82648cf571	Gammaproteobacteria	None	3.06E-05	0	100	0	0
650d54ade92e452c8384b11a30b6db1e	Planctomycetes	None	7.83E-06	0	0	0	100
ad5068e6701b34a03668ab3ba343a79f	Bacteroidia	None	0.000307428	0	61.34259259	38.65740741	0
cf3426a7a66bb5ddf18e0a44fbdb6a12	Bacteroidia	None	2.21E-05	0	67.74193548	32.25806452	0
48cade213d3a978b6f4b483e8612df22	Verrucomicrobiae	None	2.85E-06	100	0	0	0
82111040033564e4025c866576f05fe4	Bacteroidia	None	6.40E-06	100	0	0	0
02866fae46ce0fbfd7da650efe483cc9	Gammaproteobacteria	None	5.84E-05	0	100	0	0
6712cb57eff81a7ca409feb254f95caa	Alphaproteobacteria	None	0.000110304	0	56.77419355	43.22580645	0
53c9d5c2e5ea268b5a37713a2aa139f4	Planctomycetes	None	4.27E-06	0	0	0	100
d695eddb820da1dcc476b03d4c940602	Bacilli	None	1.14E-05	0	0	100	0
5c8d794c27f8fcb18480859e9a3cd5e2	Verrucomicrobiae	None	7.33E-05	100	0	0	0
2961441447a64be7c2ef54ff466c0060	Gammaproteobacteria	None	4.98E-06	0	0	0	100
f565b16a994b64ee04e1e6fb340214c3	Bacilli	None	4.91E-05	0	0	100	0
182f14f4738e3e78477df91d12e0b714	Bacilli	None	0.000484626	3.230543319	40.969163	55.80029369	0
fc3e0b547d9749859eaa1e91b51950ba	Bacteroidia	None	1.42E-06	0	0	100	0
d1e703c047abcc4b0254586b1d3d9a6c	Acidimicrobiia	None	2.13E-06	0	0	100	0
aa4a7da60cbfadf333c660778816fa41	Verrucomicrobiae	None	0.000132365	0	0	0	100
3ad12455994fdba97983c35c26ff8089	Actinobacteria	None	6.40E-06	0	0	100	0
04aad26312a2099568cba48eb37a94c1	Acidimicrobiia	None	2.13E-06	0	0	0	100
7d9ebcc86ea8f48e3dc0a8d3ce2f40e1	Alphaproteobacteria	None	2.13E-06	0	0	0	100
9d7e8834d937a535830eecc4f4ad8aba	Planctomycetes	None	7.12E-06	0	0	0	100
22b51230e22e7f94b3137f4c1e052ca6	Bacteroidia	None	7.83E-06	100	0	0	0
f082af599854e5499e76b5384f44c729	Bacteroidia	None	1.64E-05	0	0	0	100
d8653d1204a02243fb4500544f7101b6	Alphaproteobacteria	None	4.34E-05	0	36.06557377	55.73770492	8.196721311
79fabc1f8c9b43991bd218020dc7f5a1	Verrucomicrobiae	None	0.000230571	0	0	13.27160494	86.72839506
b35d4f41d4d089df7ff64c3a357e6c57	Planctomycetes	None	7.12E-06	0	0	0	100
f8aeec3c1ff0f4e7e1c829e4db0618d9	Gammaproteobacteria	None	0.000250497	1.420454545	38.35227273	60.22727273	0
4804669ff00c7ec682696fdd03d60923	Gammaproteobacteria	None	0.000137346	10.3626943	78.23834197	0	11.39896373
b36b1ae2161ca5039ec88db9edb3c872	Bacteroidia	None	9.82E-05	0	0	60.14492754	39.85507246
543d793ab5cefd2d8b2b9bbc2a04fa8b	Bacteroidia	None	1.92E-05	0	0	0	100
2ea202f2416c1892f40e156767373eca	Gammaproteobacteria	None	4.27E-06	0	100	0	0
453cf07d3e96e304f23fbde7b355fe70	Actinobacteria	None	4.41E-05	0	77.41935484	22.58064516	0
8049f757341f17319c62b1860d1f88f3	Planctomycetes	None	2.85E-06	0	0	0	100
683287b2ee5245095b46bfc18dafa876	Verrucomicrobiae	None	4.98E-05	0	30	70	0
636818f91c83ac705ad06ae240b6749e	Verrucomicrobiae	None	2.70E-05	100	0	0	0
da8be6ac23998b1ccb984cd618539163	Actinobacteria	None	9.82E-05	60.14492754	39.85507246	0	0
d1f8f052387fde1f40d7201a1257fb7e	Bacteroidia	None	2.85E-06	0	100	0	0
1107a831b38bd65a2232f9c6e4dbed9a	Alphaproteobacteria	None	2.85E-06	0	100	0	0
2542d180b48084a6fca1019781927566	Bacteroidia	None	7.33E-05	0	62.13592233	37.86407767	0
cd612d1331ddaede8c5e197f640d3fd0	Actinobacteria	None	9.39E-05	0	0	92.42424242	7.575757576
d6f408182b8f49c800c2d3345c08b379	Blastocatellia	None	2.78E-05	0	0	0	100
27257dea8e650f053d3c5d9ca812d496	Bacteroidia	None	2.13E-05	0	0	0	100
8990b38adb93bee6f79f8023b588c2c0	Acidimicrobiia	None	9.96E-06	100	0	0	0
070a29a9938bd778273a72a3171ed255	Verrucomicrobiae	None	9.25E-06	0	0	100	0
ae3938b2dcb171f848bb3e67363216e5	Actinobacteria	None	1.21E-05	0	0	0	100
1eb00dbc9347c9d3eac6e5b61a4debb4	Alphaproteobacteria	None	1.14E-05	0	81.25	18.75	0
6aabd25ef39ec078f08c393369615e1d	Actinobacteria	None	0.000172217	87.19008264	12.80991736	0	0
48fb88caf2671016c7c9f0bfca30b52e	Alphaproteobacteria	None	6.05E-05	0	0	0	100
443c271f382eaec77152fd79d56695e4	Gammaproteobacteria	None	4.98E-06	0	0	0	100
1faa7b38f4010e721818b813fd89031c	Bacilli	None	2.85E-06	0	0	100	0
ee1ec45edd7cb42d00226b3e03dda8f9	Alphaproteobacteria	None	2.13E-06	100	0	0	0
b0d63417c2bc97864f603cba7ce12f2e	Planctomycetes	None	1.14E-05	0	0	0	100
203b0398f3f6357fba75238fb9ab0954	Verrucomicrobiae	None	1.64E-05	0	0	0	100
7db8dae586b10f6946787e74c53b85ab	Planctomycetes	None	1.35E-05	0	0	0	100
200e6dda59e9d3177f84589425772564	Verrucomicrobiae	None	1.14E-05	0	0	0	100
644eb43b87ba456f56014ac213387819	Bacteroidia	None	2.13E-06	0	0	100	0
59c59505d0c3522c109135478d5fbff9	Bacteroidia	None	7.12E-06	0	0	0	100
1c0a3725f25027e98ff6aea763fbb4d2	Actinobacteria	None	0.000683173	52.39583333	47.60416667	0	0
f27af785e84f10d8025f0f0fcb9e518c	Verrucomicrobiae	None	9.39E-05	0	24.24242424	75.75757576	0
db1ce8b5fa061b02fc0b854c451cd358	Acidimicrobiia	None	2.63E-05	70.27027027	29.72972973	0	0
5dab9536c009edb7506dbc8c1418e00d	Bacteroidia	None	8.54E-06	0	0	0	100
bf6bdee448477464b2fb2b9b58044dd1	Planctomycetes	None	1.14E-05	0	100	0	0
c5681f5257cffff7eb4489cb150e5913	Verrucomicrobiae	None	2.21E-05	0	0	0	100
b4c1d1a489fc93668949766f9ab0b81f	Verrucomicrobiae	None	9.25E-06	0	0	0	100
48e665141691a28bc90fb9f37cbc09c2	Alphaproteobacteria	None	1.71E-05	0	0	0	100
45abce7b3f3bb5893346fa6e993ce1cf	Bacteroidia	None	8.54E-06	0	100	0	0
17043abdf4ceb4b2b1ab90e439add94d	Alphaproteobacteria	None	5.69E-06	0	0	0	100
89e4e36aa972a1077da538bb5ac91545	Bacilli	None	0.000155849	12.78538813	69.8630137	17.35159817	0
39921d42a845d74896e7fc5cb965bf4e	Bacteroidia	None	1.42E-06	0	0	100	0
ff5e3f8fbc1896f58e8bbcc567310204	Bacilli	None	5.69E-06	100	0	0	0
29a8fe848f4684b8986952d62a26d1de	Verrucomicrobiae	None	2.35E-05	0	0	0	100
a547f8f05f00f8c56ac39a5e8b597175	Alphaproteobacteria	None	7.83E-06	0	0	0	100
71af53c33a48bb0d8bf277afa2ec078f	Alphaproteobacteria	None	8.54E-06	100	0	0	0
4b9bd25bff6886ce3ef98dd87e91fdb4	Alphaproteobacteria	None	1.07E-05	0	100	0	0
5c6d027e67b83f48cb4e0c7fb0f9ccd6	Bacteroidia	None	7.40E-05	0	0	100	0
92b8c3b2a1b813ffdd9e02400fefd4ca	Bacilli	None	3.56E-06	0	0	100	0
75d9e6d83acc9242a99c417e6cfe1ce5	Alphaproteobacteria	None	4.98E-06	0	0	0	100
b695228c6f106d7384fd9ea4533e5f16	Bacilli	None	0.000103899	0	100	0	0
1c56a5b2287db9b130efecaab371ce0d	Bacteroidia	None	4.27E-06	0	0	0	100
d29a91b5f38121a039cea0160b386c6d	Alphaproteobacteria	None	2.13E-06	0	100	0	0
08f8d83d9566e6477feaa25a1a3ca5e5	Actinobacteria	None	0.001122966	88.52978454	8.808618504	2.661596958	0
9b0c862836681a0f990f4304489f9faa	Verrucomicrobiae	None	6.97E-05	0	0	0	100
515ba939c623aa99bc659e75891d595c	Bacteroidia	None	2.92E-05	0	0	0	100
2baea62017b6c1fd4d62a4440d84129b	Verrucomicrobiae	None	2.13E-06	0	0	0	100
e3930d2860d8415914ecf40e0c18fcfe	Gammaproteobacteria	None	1.07E-05	0	0	100	0
7a7acf4b51b51c87e22cf28ad995fb84	Gammaproteobacteria	None	8.54E-06	0	100	0	0
da7a5a9b02cfdec7132a72f303071e5f	Bacteroidia	None	3.56E-06	0	0	0	100
df62610fe231a81ae6c463bfea99a9e4	Verrucomicrobiae	None	1.49E-05	0	100	0	0
1756d9d280c8054028b3e34748e6e5d9	Verrucomicrobiae	None	8.54E-06	0	100	0	0
61eab4e49206f069ea35027ffebff01e	Bacilli	None	0.000149444	0	0	100	0
da6756eca16900843f6ce2147e755eb5	Blastocatellia	None	2.85E-06	0	0	0	100
317f4df3956298c60bd40169d7fc8fee	Alphaproteobacteria	None	2.85E-06	0	0	100	0
b7ac0bc559a12538548ef7ce2f485586	Acidimicrobiia	Unburned Mineral	0.000119555	0	0	7.738095238	92.26190476
761e250237185cdb0d8bfb9ecba3ead9	Acidimicrobiia	None	1.49E-05	0	100	0	0
49bf245215fb6461ff3e401c495f6b81	Verrucomicrobiae	None	1.78E-05	0	0	0	100
3ba0523c24a2b0a49b24f1b8b86ff87c	Gammaproteobacteria	None	5.69E-06	0	100	0	0
ec57bb9a89e4ba6f1f4b454e5ca41afe	Alphaproteobacteria	None	9.25E-06	0	0	0	100
93090939d4f5221d00eb00cc605828ea	Verrucomicrobiae	None	2.63E-05	0	0	100	0
f34cfbf3c37cb5ab06f8f7eb14e79b69	Alphaproteobacteria	None	0.00013023	0	0	100	0
ddb249df49d4565f7a4a56d37a47e01a	Bacteroidia	None	4.98E-06	0	0	0	100
3d94769f554397e4ca18a096f085b438	Bacteroidia	None	8.82E-05	0	83.06451613	16.93548387	0
bc91d538d7c50b88da4e815bf86c9208	Gammaproteobacteria	None	2.21E-05	0	0	0	100
f93fdff009ca25354d3ed9b3eae05daa	Planctomycetes	None	3.13E-05	0	0	0	100
21f128a33b545a80303c514e3332b803	Alphaproteobacteria	None	0.000128095	0	0	76.11111111	23.88888889
154216ffcdbd00e5dacbf88c3ff6ab8f	Alphaproteobacteria	None	7.12E-06	0	0	100	0
f3a5ae0536b2dbb121495fb4467de53a	Actinobacteria	None	8.54E-06	0	0	0	100
7d984f33753292652429c3dbd08f5059	Bacteroidia	None	4.48E-05	0	0	100	0
bf880e4a4bcfdd8d89c6edee1f599761	Planctomycetes	None	4.27E-06	0	0	0	100
dd3d36fd596e048a228a8837fc847f49	Alphaproteobacteria	None	1.21E-05	0	0	0	100
dc5541bb5d9a1653a3203fa02d87ef64	Alphaproteobacteria	None	7.83E-06	100	0	0	0
7fc4ae979c2756ccdedc2a6af8afae09	Gammaproteobacteria	None	7.83E-06	0	0	0	100
ca34ff90177d39b12992f8027c251633	Verrucomicrobiae	None	0.000272558	0	25.32637076	70.23498695	4.438642298
c2a787cf867ebfdce216002bcc8a94e1	Alphaproteobacteria	None	5.27E-05	100	0	0	0
374f73b21566750dfd64bca59751c049	Gammaproteobacteria	None	3.56E-06	0	0	0	100
1547e1c203c67b773f73c1fef1072566	Blastocatellia	None	0.000197124	0	51.26353791	28.5198556	20.2166065
a53b185838ba8f06650e0883ae508b69	Bacteroidia	None	7.12E-06	0	0	0	100
752289469493b890445a289b79b3e657	Gammaproteobacteria	None	2.13E-06	0	0	100	0
958ef0394081dff56a1bdde1953af04c	Planctomycetes	None	4.98E-06	0	0	0	100
1b4d9d44889942ca3333a4ff1a45fb42	Alphaproteobacteria	None	8.54E-06	0	0	0	100
22c259956880b819c054d5ab8e253365	Bacilli	None	1.42E-06	0	0	0	100
029f63d606f34cbf17bb135a93d579a7	Bacilli	None	7.83E-06	0	0	100	0
41601343e5fada6be4ebd4bcd85871ec	Actinobacteria	None	0.000194277	0	37.36263736	38.46153846	24.17582418
8adc6cefa5a443e7ce1c12fa10c8d343	Gammaproteobacteria	None	2.13E-06	0	0	0	100
f63428e88e9c323a0ff3ecb06ad6d2b6	Actinobacteria	None	3.77E-05	0	0	0	100
07e11494b414ae355f0ca65567f766c7	Verrucomicrobiae	None	1.28E-05	0	0	0	100
5ae192cf39468cfd850ed56922e094dd	Verrucomicrobiae	None	2.13E-05	0	100	0	0
c986bf60e882dcc12bdcb08624086c20	Verrucomicrobiae	None	2.49E-05	0	0	0	100
3634f0251be14eddb44619123c262b31	Verrucomicrobiae	None	4.27E-06	0	0	100	0
2743823e7602e70cfa467627e69d2774	Alphaproteobacteria	None	2.21E-05	0	0	0	100
f3da03354d1b34e64f9f312acb5350a8	Planctomycetes	None	9.25E-06	100	0	0	0
9dcb9c1838fc0641c992af1808cfb2c9	Planctomycetes	None	9.25E-06	0	100	0	0
8631f8f7f9597af03b362081f98f8bdd	Alphaproteobacteria	None	4.98E-06	0	0	100	0
d9f488a1edf7fc871a040fe0ccbcf7b8	Gammaproteobacteria	None	4.27E-06	0	0	100	0
1fb7ab426d4fa146f65efc54a1761958	Bacteroidia	None	1.92E-05	0	0	0	100
2e46b81b6aeb0158e9a52d26a5a4c24b	Verrucomicrobiae	None	1.42E-06	0	100	0	0
41f872d924800dae1d7054b9c20b024e	Bacteroidia	None	1.49E-05	0	0	0	100
6bd8bdc08257c42a63097ae67d5590ff	Verrucomicrobiae	None	0.000812692	28.10858144	21.27845884	50.61295972	0
1594583e4687e9f7ca7ca0f9689e0c64	Planctomycetes	None	2.85E-06	0	0	100	0
419fc2330493fd6c2817f2b4f8bf340e	Actinobacteria	None	3.49E-05	0	100	0	0
43d829bb3d2ab27eceaf0e1e043ab17d	Bacteroidia	None	2.13E-06	0	100	0	0
f30fbcd9253a87306a2ffc0a1e4ba8da	Alphaproteobacteria	None	0.000202105	74.29577465	25.70422535	0	0
b3196044a4d45593dd18757dfa8b33d1	Bacteroidia	None	7.83E-06	0	0	0	100
03fe125037b8979cfa70904eb84723ff	Bacteroidia	None	2.13E-05	0	100	0	0
d73bbadcbbc191ebb90d70a602f5810a	Alphaproteobacteria	None	3.56E-06	0	0	0	100
43c9e86409734b832125a67753d9b6ab	Bacteroidia	None	3.27E-05	0	0	0	100
42fa7f9066a3b15842bb6155558af6db	Alphaproteobacteria	None	0.000124537	100	0	0	0
07655e6c9aa87c29434f7aff18040d88	Bacilli	None	1.35E-05	0	0	100	0
6a3bcad9aee1798391aaef8517bf5621	Bacteroidia	None	1.92E-05	0	0	0	100
22f9280768d9ba4e3112d37e0b4351ca	Alphaproteobacteria	None	2.85E-06	0	0	0	100
032dce24fc4e90cfd0a95227ed5ae03f	Gammaproteobacteria	None	9.25E-06	0	0	100	0
ad597a38815d028f1390c7ffef02f424	Bacteroidia	None	7.83E-06	0	100	0	0
3f048bd1e9db353804cff03b1ce34494	Verrucomicrobiae	None	0.00017791	0	46.4	53.6	0
eb8b16918ddfc4de660e08f4ad48beda	Actinobacteria	None	0.000676769	0	93.58569926	6.414300736	0
47ba59b4407ad5e0fc351fffde8d9a6b	Bacteroidia	None	7.83E-06	0	0	100	0
ad8b9e6efdc27e33ddb461cf1a73a38b	Gammaproteobacteria	None	0.00012596	0	88.13559322	11.86440678	0
3ee86d54e1499f336284b73822894502	Bacteroidia	None	7.12E-06	0	100	0	0
00647ad3618cbaec412d5ec228b2228c	Verrucomicrobiae	None	8.18E-05	0	0	0	100
9fd7c2827f49c8f84b64cc22a113e9a2	Acidimicrobiia	None	7.83E-06	0	0	0	100
a064286d55d2939d16022417a5f7660c	Bacteroidia	None	4.27E-06	0	0	100	0
620c67f6110529cfe750b3758a1435e6	Bacteroidia	None	1.07E-05	0	0	0	100
bab8a3424a44a05a136d7bab543b0ab6	Gammaproteobacteria	None	7.12E-06	0	0	0	100
0fd5176a325dbc1abb86b944baa1f3b7	Bacteroidia	None	3.91E-05	0	0	100	0
f065d25e7b30a8b667939a581cc5c422	Verrucomicrobiae	None	0.000355108	47.49498998	37.4749499	15.03006012	0
e8b05dfdd18dc0acf60def1e8cb6fb5b	Gammaproteobacteria	None	9.25E-06	100	0	0	0
05945d940b45f60ca69140ad22879404	Verrucomicrobiae	None	3.34E-05	0	0	100	0
63b0badb467190e0ef7eac9216ba59d7	Gammaproteobacteria	None	3.91E-05	30.90909091	69.09090909	0	0
06800834b26574b7f22bda68b3d29c2f	Alphaproteobacteria	None	0.000135211	0	53.15789474	46.84210526	0
38ee35819b460ece2bfc23495c183921	Alphaproteobacteria	None	3.56E-06	0	0	0	100
4f31fc43bb2ba611fa37c25e788fecf7	Gammaproteobacteria	None	0.000108881	0	100	0	0
f419f630e2c74270a522de8970f5f699	Bacilli	None	0.000226301	2.51572327	55.97484277	41.50943396	0
0a40fa5f2bd0f411e952417270c86710	Bacilli	None	0.000153002	0	0	100	0
f1bcdbcd7a2d82405a641b3aff2d2af4	Alphaproteobacteria	None	2.13E-06	0	0	0	100
102f99defa935bd74cf24695bc875396	Alphaproteobacteria	None	9.25E-06	0	0	100	0
43f268f84c3d0e32d2379e00dca5d863	Alphaproteobacteria	None	2.13E-06	100	0	0	0
639124dad67c34e4e99fbbd870df83a1	Verrucomicrobiae	None	3.56E-06	0	100	0	0
73192ae1219ef236050b7e2270481348	Actinobacteria	None	0.00016083	0	0	10.17699115	89.82300885
d13ceb97a150744387974a3461c6e7ad	Bacteroidia	None	0.000128807	0	0	100	0
7a13f24a245a380f0e0b9ab8eb29f49d	Alphaproteobacteria	None	2.28E-05	0	100	0	0
39363cf3042c91f492da40f0030cd71a	Actinobacteria	None	2.85E-06	0	0	0	100
0d179fe7b3f3587e38c5a2f724b93fe6	Alphaproteobacteria	None	1.42E-05	0	0	100	0
