feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...29	Site	SJ	-0.995191443	0.247477624	74	13	0.000140984	0.001280874
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_bacterium.7	Site	SJ	-1.250755735	0.313061656	74	21	0.000154297	0.001391047
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Corynebacteriales...f__Mycobacteriaceae...g__Mycobacterium...1	Site	SJ	-0.850565065	0.213573403	74	20	0.000161202	0.0014422
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Sphingomonadales...f__Sphingomonadaceae...g__Sphingomonas...1	Site	SJ	-0.673386993	0.171475193	74	9	0.000195039	0.001731709
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.21	Site	SJ	1.205617884	0.307625354	74	20	0.000200384	0.001739626
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.35	Site	SJ	1.231961333	0.314203621	74	21	0.000199162	0.001739626
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__Tundrisphaera...s__uncultured_bacterium	Site	SJ	-0.981773355	0.250239686	74	22	0.000197515	0.001739626
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Puia...1	Site	SJ	-0.789645567	0.202378893	74	14	0.000212559	0.001831757
d__Bacteria.............1	Site	SJ	-1.198008013	0.307858535	74	9	0.000220215	0.001870229
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Planctomycetales...f__uncultured...g__uncultured...s__metagenome.1	Site	SJ	1.437365834	0.369274055	74	20	0.000219477	0.001870229
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_bacterium.10	Site	SJ	-0.67409499	0.173320594	74	10	0.000221815	0.001870264
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...4	Site	SJ	-1.246563062	0.320900214	74	41	0.000225398	0.001885626
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Pirellulales...f__Pirellulaceae...g__Pir4_lineage...s__metagenome.5	Site	SJ	2.212889737	0.569937849	74	40	0.000226854	0.001885626
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Micromonosporales...f__Micromonosporaceae....	Site	SJ	0.872411123	0.225151057	74	22	0.000233026	0.001897321
d__Bacteria...p__Chloroflexi...c__Ktedonobacteria...o__Ktedonobacterales...f__Ktedonobacteraceae...g__uncultured...s__uncultured_bacterium	Site	SJ	-0.813951507	0.20986179	74	9	0.000230093	0.001897321
d__Bacteria...p__Chloroflexi...c__Chloroflexia...o__Thermomicrobiales...f__JG30.KF.CM45...g__JG30.KF.CM45...s__uncultured_Sphaerobacter	Site	SJ	-1.404250941	0.362418687	74	15	0.000233118	0.001897321
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Rhizobiaceae...g__Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium...1	Site	SJ	1.295284584	0.335529605	74	28	0.000244654	0.001977476
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__Acidisoma..	Site	SJ	-1.774910564	0.462490641	74	38	0.000264167	0.002120576
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...s__uncultured_bacterium.4	Site	SJ	1.699361256	0.444017854	74	24	0.000273678	0.002181976
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Micropepsales...f__Micropepsaceae...g__uncultured...s__metagenome.3	Site	SJ	-0.935786631	0.244682804	74	22	0.000276224	0.002187392
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Blastocatellales...f__Blastocatellaceae...g__Stenotrophobacter...s__uncultured_bacterium	Site	SJ	1.489595778	0.389865865	74	25	0.000279686	0.002199945
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Streptomycetales...f__Streptomycetaceae.....1	Site	SJ	-0.999803102	0.262760953	74	19	0.00029495	0.002304544
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__uncultured...s__metagenome.2	Site	SJ	-0.460260021	0.12107628	74	8	0.000298524	0.002317018
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Corynebacteriales...f__Mycobacteriaceae...g__Mycobacterium...2	Site	SJ	0.906013512	0.239103495	74	22	0.000310989	0.002394905
d__Bacteria...p__Actinobacteriota...c__Acidimicrobiia...o__IMCC26256...f__IMCC26256...g__IMCC26256...s__uncultured_Ferrimicrobium	Site	SJ	-1.310618435	0.346204113	74	18	0.000314689	0.002394905
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Occallatibacter...1	Site	SJ	-1.291416346	0.341119737	74	17	0.000314548	0.002394905
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__Burkholderiaceae...g__Burkholderia.Caballeronia.Paraburkholderia..	Site	SJ	-2.260359158	0.598968971	74	64	0.00032751	0.002469757
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Streptomycetales...f__Streptomycetaceae...g__Streptomyces...5	Site	SJ	-1.087350591	0.288220875	74	11	0.000328739	0.002469757
d__Bacteria...p__Armatimonadota...c__Chthonomonadetes...o__Chthonomonadales...f__Chthonomonadaceae...g__Chthonomonas...s__uncultured_bacterium.3	Site	SJ	-1.558668583	0.414889964	74	43	0.000346556	0.002587031
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Verrucomicrobiales...f__Verrucomicrobiaceae...g__uncultured...s__uncultured_soil	Site	SJ	1.556140932	0.415045352	74	23	0.000355326	0.002635708
d__Archaea...p__Crenarchaeota...c__Nitrososphaeria...o__Nitrososphaerales...f__Nitrososphaeraceae...g__Candidatus_Nitrocosmicus..	Site	SJ	2.058675298	0.55145668	74	31	0.000374967	0.002763908
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.45	Site	SJ	-1.106813108	0.296837109	74	17	0.000380577	0.00278773
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Opitutales...f__Opitutaceae.....1	Site	SJ	-0.866161269	0.234204608	74	9	0.00042088	0.003032969
d__Bacteria...p__Chloroflexi...c__KD4.96...o__KD4.96...f__KD4.96...g__KD4.96...s__uncultured_Chloroflexi	Site	SJ	-0.734584857	0.198663431	74	13	0.000421821	0.003032969
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...s__uncultured_Acidobacteria	Site	SJ	-1.650316605	0.44618322	74	25	0.00042028	0.003032969
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...s__uncultured_Verrucomicrobia.3	Site	SJ	-0.635879384	0.172108214	74	8	0.000426004	0.003044372
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.4	Site	SJ	1.852444347	0.501886716	74	35	0.000431225	0.003063002
d__Bacteria...p__Chloroflexi...c__Chloroflexia...o__Thermomicrobiales...f__JG30.KF.CM45...g__JG30.KF.CM45...s__metagenome.1	Site	SJ	0.819660494	0.222306639	74	20	0.000436797	0.003083892
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...s__uncultured_Acidobacteria.2	Site	SJ	-1.62822719	0.442533729	74	18	0.000448094	0.003144709
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae...g__Bradyrhizobium...2	Site	SJ	-1.061623383	0.289022531	74	33	0.000457308	0.003190267
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Planctomycetales...f__Rubinisphaeraceae...g__SH.PL14...s__metagenome.2	Site	SJ	1.409342461	0.385047208	74	22	0.000477241	0.003309625
d__Bacteria...p__Chloroflexi...c__Chloroflexia...o__Thermomicrobiales...f__JG30.KF.CM45...g__JG30.KF.CM45...s__metagenome	Site	SJ	1.389945095	0.380821998	74	19	0.000493699	0.003403622
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...s__uncultured_bacterium.6	Site	SJ	-0.573455507	0.157199712	74	8	0.000496807	0.003405013
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...12	Site	SJ	-0.717813382	0.197073869	74	13	0.000505988	0.003447776
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Corynebacteriales...f__Mycobacteriaceae...g__Mycobacterium...3	Site	SJ	1.069350495	0.293766307	74	19	0.000509676	0.003452835
d__Bacteria...p__Chloroflexi...c__AD3...o__AD3...f__AD3...g__AD3...s__uncultured_Chloroflexi	Site	SJ	-1.112283218	0.305724129	74	10	0.000512938	0.00345496
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Streptomycetales...f__Streptomycetaceae....	Site	SJ	-0.877094981	0.24170091	74	17	0.000528871	0.003541924
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Geodermatophilaceae...g__Blastococcus..	Site	SJ	1.40676942	0.388019609	74	22	0.000534665	0.003560384
d__Bacteria...p__Armatimonadota...c__Chthonomonadetes...o__Chthonomonadales...f__Chthonomonadaceae...g__Chthonomonas...s__uncultured_bacterium.2	Site	SJ	-1.230942848	0.34038493	74	14	0.000550946	0.003648074
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Occallatibacter..	Site	SJ	-0.499037369	0.138528676	74	8	0.00057651	0.003795897
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.38	Site	SJ	-1.31401316	0.365660486	74	25	0.000593407	0.003885327
d__Bacteria...p__Gemmatimonadota...c__Gemmatimonadetes...o__Gemmatimonadales...f__Gemmatimonadaceae...g__Gemmatimonas...s__uncultured_bacterium	Site	SJ	-1.514347448	0.422464779	74	35	0.000610976	0.003978134
d__Bacteria...p__Myxococcota...c__bacteriap25...o__bacteriap25...f__bacteriap25...g__bacteriap25...s__uncultured_Syntrophobacterales	Site	SJ	1.319808501	0.36976834	74	19	0.000641987	0.00415088
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Sphingomonadales...f__Sphingomonadaceae....	Site	SJ	1.054919048	0.295658291	74	18	0.000644591	0.00415088
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...s__Arenimicrobium_luteum	Site	SJ	1.359082026	0.381662095	74	19	0.000659526	0.004223849
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Xanthomonadales...f__Rhodanobacteraceae...g__Rhodanobacter...s__uncultured_Xanthomonadaceae.1	Site	SJ	-0.791728837	0.222746772	74	8	0.000673674	0.004291013
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Micromonosporales...f__Micromonosporaceae...g__Dactylosporangium..	Site	SJ	0.995639746	0.280451174	74	25	0.000682993	0.004326855
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__uncultured...s__uncultured_Ferruginibacter	Site	SJ	-1.597274527	0.45048329	74	55	0.000692861	0.004357901
d__Bacteria...p__Cyanobacteria...c__Vampirivibrionia...o__Obscuribacterales...f__Obscuribacteraceae...g__Obscuribacteraceae...s__uncultured_bacterium.2	Site	SJ	-0.641293943	0.180922	74	8	0.000695331	0.004357901
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Rhizobiales_Incertae_Sedis...g__uncultured...s__uncultured_Alphaproteobacteria	Site	SJ	1.28180469	0.364808171	74	26	0.000768123	0.004788512
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Micrococcales...f__Micrococcaceae....	Site	SJ	2.136057363	0.610384928	74	27	0.000803671	0.004963963
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...11	Site	SJ	-0.683734841	0.195402474	74	9	0.000804738	0.004963963
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_Spartobacteria	Site	SJ	1.097809037	0.314506088	74	20	0.000826995	0.005074548
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_eubacterium.2	Site	SJ	-0.921649166	0.265570488	74	12	0.000881862	0.00538303
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__CPla.3_termite_group...g__CPla.3_termite_group...s__metagenome	Site	SJ	-1.147739893	0.33141827	74	38	0.000902694	0.005466911
d__Bacteria...p__Chloroflexi...c__KD4.96...o__KD4.96...f__KD4.96...g__KD4.96..	Site	SJ	0.998105286	0.288274993	74	24	0.000904932	0.005466911
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...2	Site	SJ	-0.793539048	0.229883427	74	8	0.000935396	0.005621972
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Gaiellales...f__uncultured...g__uncultured...s__metagenome.1	Site	SJ	-1.489370531	0.431959533	74	38	0.000947287	0.005664388
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__Vicinamibacteraceae...g__uncultured..	Site	SJ	0.966970625	0.280848956	74	20	0.000962163	0.005724136
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...23	Site	SJ	1.13097153	0.328916785	74	22	0.00097615	0.005778021
d__Bacteria...p__Cyanobacteria...c__Vampirivibrionia...o__Obscuribacterales...f__Obscuribacteraceae....	Site	SJ	-0.598009525	0.174505422	74	9	0.001012623	0.00591014
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Acidothermaceae...g__Acidothermus...s__uncultured_soil	Site	SJ	-0.654096218	0.190889084	74	17	0.001013599	0.00591014
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...14	Site	SJ	1.325181977	0.386482279	74	24	0.001006406	0.00591014
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...22	Site	SJ	1.498634716	0.437648754	74	66	0.001020965	0.00592362
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...4	Site	SJ	-0.676038757	0.197887206	74	10	0.001047097	0.00604531
d__Bacteria...p__Myxococcota...c__Polyangia...o__Polyangiales...f__Sandaracinaceae...g__uncultured...s__metagenome	Site	SJ	-1.161353228	0.34024017	74	11	0.001056887	0.006071918
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__Solirubrobacteraceae.....1	Site	SJ	-1.015377736	0.300752204	74	13	0.001188028	0.006792046
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Azospirillales...f__Inquilinaceae...g__Inquilinus...1	Site	SJ	-0.803106081	0.238026586	74	12	0.001195904	0.006803879
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Propionibacteriales...f__Nocardioidaceae...g__Nocardioides...6	Site	SJ	1.32653245	0.394131343	74	18	0.001227404	0.00694936
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1......1	Site	SJ	-0.713904446	0.212686937	74	11	0.001262865	0.007115761
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.40	Site	SJ	-0.701828649	0.209643923	74	9	0.001298342	0.007280657
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__Singulisphaera...s__uncultured_planctomycete	Site	SJ	-0.481952077	0.144399345	74	8	0.001339769	0.007477185
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__Comamonadaceae.....5	Site	SJ	-1.123168143	0.338108462	74	34	0.001406824	0.007814206
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Blastocatellales...f__Blastocatellaceae.....3	Site	SJ	1.570277509	0.474627457	74	41	0.001466815	0.008108995
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...9	Site	SJ	0.886090181	0.269103482	74	16	0.001539717	0.008472056
d__Bacteria...p__Armatimonadota...c__Armatimonadia...o__Armatimonadales...f__Armatimonadales...g__Armatimonadales...s__uncultured_bacterium.2	Site	SJ	-0.68552328	0.209400497	74	12	0.001632571	0.008940994
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__Solirubrobacteraceae...g__Conexibacter...1	Site	SJ	1.020235534	0.31392082	74	47	0.001756077	0.009572664
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...19	Site	SJ	1.144289083	0.352310276	74	20	0.001766965	0.00958742
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Blastocatellales...f__Blastocatellaceae...g__uncultured..	Site	SJ	1.184196463	0.366269705	74	17	0.001848904	0.009985788
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__CCD24...f__CCD24...g__CCD24..	Site	SJ	0.7756751	0.240697634	74	16	0.001909142	0.010250329
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__uncultured...1	Site	SJ	0.802366933	0.249063052	74	24	0.001915377	0.010250329
d__Bacteria...p__Myxococcota...c__Polyangia...o__Haliangiales...f__Haliangiaceae...g__Haliangium...s__uncultured_Myxococcales	Site	SJ	-0.730564069	0.227092199	74	8	0.00194182	0.01031545
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...29	Site	SJ	-0.557001347	0.1731714	74	11	0.001945149	0.01031545
d__Bacteria...p__Chloroflexi...c__Chloroflexia...o__Thermomicrobiales...f__JG30.KF.CM45...g__JG30.KF.CM45...s__uncultured_bacterium.2	Site	SJ	1.221170609	0.381609515	74	25	0.002044639	0.010772258
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_bacterium.14	Site	SJ	-0.5449883	0.170349177	74	10	0.00204967	0.010772258
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_planctomycete.1	Site	SJ	1.32490119	0.414982149	74	36	0.002090901	0.010851673
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Aurantisolimonas...s__uncultured_bacterium	Site	SJ	-0.638310055	0.199907287	74	8	0.002088622	0.010851673
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Acidothermaceae...g__Acidothermus...s__uncultured_bacterium.1	Site	SJ	-0.944773626	0.295943812	74	17	0.002092558	0.010851673
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Granulicella...6	Site	SJ	-1.127560812	0.354829133	74	11	0.002187361	0.011293333
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae...g__uncultured...4	Site	SJ	-0.710599799	0.223847605	74	8	0.002209106	0.011355582
d__Bacteria...p__Chloroflexi...c__Dehalococcoidia...o__S085...f__S085...g__S085...s__metagenome.1	Site	SJ	0.932795433	0.294916458	74	17	0.002287488	0.011707143
d__Bacteria...p__Acidobacteriota...c__Holophagae...o__Subgroup_7...f__Subgroup_7...g__Subgroup_7...s__metagenome	Site	SJ	0.825667621	0.261869875	74	16	0.002356955	0.011855586
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2..	Site	SJ	-1.328002776	0.420652939	74	17	0.00232854	0.011855586
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_Verrucomicrobia.1	Site	SJ	1.30096781	0.412509643	74	46	0.002351164	0.011855586
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...16	Site	SJ	-1.134652999	0.359856098	74	42	0.00235621	0.011855586
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_bacterium.1	Site	SJ	-0.807249432	0.256302497	74	25	0.002380958	0.01192514
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Gemmatales...f__Gemmataceae...g__Gemmata..	Site	SJ	-0.732661463	0.232983091	74	9	0.002416227	0.012050287
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured..	Site	SJ	-0.645489589	0.206961762	74	8	0.002610294	0.012908291
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Frankiaceae...g__Jatrophihabitans..	Site	SJ	-0.78815086	0.252699729	74	20	0.002609989	0.012908291
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__67.14...g__67.14...s__uncultured_actinobacterium	Site	SJ	1.122161829	0.36028546	74	20	0.002643503	0.012989012
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Bryobacterales...f__Bryobacteraceae...g__Bryobacter...4	Site	SJ	-0.592371706	0.190315515	74	11	0.002659866	0.012989012
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_bacterium.16	Site	SJ	-0.733060892	0.235508304	74	16	0.002659086	0.012989012
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__uncultured...f__uncultured...g__uncultured...s__uncultured_bacterium	Site	SJ	0.754114254	0.242866662	74	19	0.002720146	0.013030602
d__Bacteria...p__WPS.2...c__WPS.2...o__WPS.2...f__WPS.2...g__WPS.2...s__uncultured_bacterium.1	Site	SJ	-0.930284699	0.299133076	74	9	0.002680887	0.013030602
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Verrucomicrobiales...f__Verrucomicrobiaceae...g__uncultured...s__metagenome.1	Site	SJ	0.893362823	0.287522543	74	16	0.002703588	0.013030602
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__Solirubrobacteraceae...g__Solirubrobacter...1	Site	SJ	1.017625864	0.327781908	74	20	0.002723974	0.013030602
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...9	Site	SJ	0.572782057	0.184445556	74	15	0.002717139	0.013030602
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...11	Site	SJ	1.434160605	0.462392449	74	41	0.00274818	0.013092953
d__Bacteria...p__Chloroflexi...c__Ktedonobacteria...o__Ktedonobacterales...f__Ktedonobacteraceae...g__uncultured..	Site	SJ	-1.120686329	0.362832998	74	11	0.002855529	0.013549312
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__Anaerolineales...f__Anaerolineaceae...g__uncultured...s__uncultured_soil	Site	SJ	1.074306162	0.348322486	74	19	0.002893744	0.013675274
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Beijerinckiaceae...g__Roseiarcus...s__uncultured_bacterium.1	Site	SJ	-0.588899127	0.191508251	74	16	0.002973407	0.013854677
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Oceanospirillales...f__Halomonadaceae....	Site	SJ	0.697432122	0.22714531	74	15	0.003014456	0.013854677
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__Comamonadaceae...g__Variovorax..	Site	SJ	0.985037872	0.320423572	74	29	0.002981199	0.013854677
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Micropepsales...f__Micropepsaceae...g__uncultured...s__metagenome.1	Site	SJ	-0.643340229	0.20928349	74	19	0.002982619	0.013854677
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Propionibacteriales...f__Nocardioidaceae...g__Nocardioides...2	Site	SJ	0.857221921	0.278495466	74	16	0.002947232	0.013854677
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Gemmatales...f__Gemmataceae...g__uncultured...6	Site	SJ	-0.956995213	0.311660484	74	30	0.003012576	0.013854677
d__Bacteria...p__Actinobacteriota...c__Acidimicrobiia...o__IMCC26256...f__IMCC26256...g__IMCC26256...3	Site	SJ	0.751189721	0.24460267	74	22	0.003008774	0.013854677
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...22	Site	SJ	-0.682264695	0.223378075	74	10	0.003161313	0.014472886
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Planctomycetales...f__uncultured...g__uncultured...s__uncultured_bacterium.2	Site	SJ	0.945202372	0.310646742	74	18	0.003271215	0.014917761
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Streptomycetales...f__Streptomycetaceae...g__Streptomyces...2	Site	SJ	0.746340984	0.245552324	74	15	0.003302647	0.014942436
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Streptosporangiales...f__Streptosporangiaceae...g__Streptosporangium..	Site	SJ	1.568008708	0.515914204	74	32	0.003304158	0.014942436
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__TRA3.20...g__TRA3.20..	Site	SJ	0.709753117	0.233611331	74	15	0.003314875	0.014942436
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Bryobacterales...f__Bryobacteraceae...g__Bryobacter..	Site	SJ	-1.238956192	0.408202896	74	44	0.003344506	0.015018242
