Name	fire	year_post_burn	severity	Completeness	Contamination	MAG_size_bp	numb_contigs	MAG_FULL_TAX
BV_L2_S2_bin.130	beaver	5	Low	74.78	6.26	2823829	436	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
BV_L2_S2_bin.143	beaver	5	Low	77.77	2.78	3132250	113	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
BV_L2_S2_bin.144	beaver	5	Low	83.99	2.81	3820821	380	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__Jatrophihabitans sp025966255
BV_L2_S2_bin.19	beaver	5	Low	94.68	1.1	5709329	80	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
BV_L2_S2_bin.21	beaver	5	Low	95.33	2.1	8257176	198	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__
BV_L2_S2_bin.37	beaver	5	Low	90.51	2.86	6203862	359	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JAFDVJ01;s__
BV_L2_S2_bin.45	beaver	5	Low	87.59	2.64	5491036	230	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__
BV_L2_S2_bin.5	beaver	5	Low	99.97	1.72	8747450	179	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Hyalangium;s__
BV_L2_S2_bin.52	beaver	5	Low	96.79	1.24	6469780	127	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__JAICTV01;s__
BV_L2_S2_bin.77	beaver	5	Low	72.07	0.89	3869726	651	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__;s__
BV_L2_S2_bin.91	beaver	5	Low	78.56	7.15	2921212	302	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__
BV_L2_S2_bin.96	beaver	5	Low	99.13	0	5993824	120	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__JAJXWV01;s__
BV_L2_S2_itr_bin.20	beaver	5	Low	73	4.68	2388755	279	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
BV_L2_S2_itr_bin.83	beaver	5	Low	76.8	9.01	2387285	412	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__RHKX01;s__
BV_L2_S2_itr_bin.91	beaver	5	Low	95.37	10.29	2751790	136	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
BV_L2_S2_prok_bin.18	beaver	5	Low	70.6	4.61	3667500	397	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__JAVEEB01;g__;s__
BV_L2_S2_prok_bin.35	beaver	5	Low	88.48	4.95	3672144	223	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
BV_L2_S2_prok_bin.5	beaver	5	Low	92.46	0.66	3672352	56	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__
BV_L2_S2_prok_bin.51	beaver	5	Low	91.48	4.5	7396222	560	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JAFGIB01;g__;s__
BV_L2_S2_prok_bin.7	beaver	5	Low	90.59	3.75	2457018	108	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
BV_co3low_prok_bin.10	beaver	5	Low	99.81	0.04	4573599	66	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__
CP_C1_S2_bin.122	church park	11	Control	100	0.19	1029942	6	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__DAHUYJ01;s__
CP_C1_S2_bin.134	church park	11	Control	96.71	0.89	7193112	50	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__
CP_C1_S2_bin.144	church park	11	Control	98.37	6.05	5310680	346	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__
CP_C1_S2_bin.150	church park	11	Control	92.29	3.27	3682726	372	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__
CP_C1_S2_bin.22	church park	11	Control	88.44	3.83	5627051	79	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
CP_C1_S2_bin.28	church park	11	Control	85.31	1.25	4337417	434	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__RYN-433;s__
CP_C1_S2_bin.66	church park	11	Control	83.99	5.06	2822898	88	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_C1_S2_bin.70	church park	11	Control	72.02	4.7	7476622	1385	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__
CP_C1_S2_bin.72	church park	11	Control	93.32	6.76	2578006	160	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__
CP_C1_S2_bin.73	church park	11	Control	90.33	5.39	8144851	726	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__
CP_C1_S2_prok_bin.126	church park	11	Control	97.54	1.22	4249237	142	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisoma;s__Acidisoma sp009765865
CP_C1_S2_prok_bin.137	church park	11	Control	78.11	4.94	4147604	356	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__JALZAI01;s__
CP_C1_S2_prok_bin.22	church park	11	Control	94.15	5.55	4722922	364	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__JAFAQI01;g__JAFAZI01;s__
CP_C1_S2_prok_bin.3	church park	11	Control	82.16	9.44	6617927	1194	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__
CP_C1_S2_prok_bin.35	church park	11	Control	87.71	2.6	3058150	434	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Angustibacteraceae;g__;s__
CP_C1_S2_prok_bin.57	church park	11	Control	93.71	6.61	10791082	1403	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis;s__
CP_C1_S2_prok_bin.81	church park	11	Control	92.52	1.07	3917870	132	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
CP_C1_S2_prok_bin.90	church park	11	Control	88.13	5.42	5157303	734	d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__JADGRB01;s__
CP_C1_S2_prok_bin.95	church park	11	Control	74.03	1.52	2253788	256	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_C1_S2_prok_bin.99	church park	11	Control	93.88	6.17	3855886	207	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__DAIDKA01;s__
CP_C1_S3_bin.104	church park	11	Control	95.07	3.43	5338855	284	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinomycetospora;s__
CP_C1_S3_bin.146	church park	11	Control	90.35	4.11	8002017	551	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__
CP_C1_S3_bin.160	church park	11	Control	88.7	3.3	5690836	475	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__
CP_C1_S3_bin.164	church park	11	Control	93.53	10.36	3398129	157	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_C1_S3_bin.182	church park	11	Control	95.65	0.47	4801478	114	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__
CP_C1_S3_bin.185	church park	11	Control	92.41	5.08	6920698	334	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia sp025465235
CP_C1_S3_bin.188	church park	11	Control	89.63	3.46	2949084	55	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_C1_S3_bin.193	church park	11	Control	77.4	3.54	3558545	414	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JACDCH01;g__;s__
CP_C1_S3_bin.194	church park	11	Control	83.42	1.56	2938906	231	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Acidothermales;f__Acidothermaceae;g__PALSA-607;s__
CP_C1_S3_bin.199	church park	11	Control	81.79	4.62	2659276	193	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_C1_S3_bin.208	church park	11	Control	100	0.05	5592025	56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__
CP_C1_S3_bin.209	church park	11	Control	100	1.05	4181230	125	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Zrk34;g__;s__
CP_C1_S3_bin.234	church park	11	Control	76.9	9.47	6025086	894	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__RYN-133;s__
CP_C1_S3_bin.243	church park	11	Control	94.08	6.31	2955873	182	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
CP_C1_S3_bin.34	church park	11	Control	74.32	8.29	5269396	430	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Lustribacter;s__
CP_C1_S3_bin.52	church park	11	Control	88.31	3.23	4049734	122	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__
CP_C1_S3_bin.80	church park	11	Control	93.18	2.99	4550177	336	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__
CP_C1_S3_bin.9	church park	11	Control	78.89	0.79	4976024	391	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
CP_C1_S3_bin.96	church park	11	Control	88.21	2.22	4618251	664	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__
CP_C1_S3_bin.97	church park	11	Control	81.03	2.97	1962521	32	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_C1_S3_prok_bin.14	church park	11	Control	96.37	4.37	3707751	435	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
CP_C1_S3_prok_bin.148	church park	11	Control	88.98	3.51	4955723	97	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__
CP_C1_S3_prok_bin.151	church park	11	Control	84.66	7.04	2617087	145	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__
CP_C1_S3_prok_bin.250	church park	11	Control	73.19	7.74	4754228	206	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__
CP_C1_S3_prok_bin.252	church park	11	Control	82.55	4.71	3081977	277	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
CP_C1_S3_prok_bin.256	church park	11	Control	91.66	2.98	3840930	166	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
CP_C1_S3_prok_bin.266	church park	11	Control	68.96	4.59	3327818	221	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
CP_C1_S3_prok_bin.30	church park	11	Control	78.84	10.32	3276684	588	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Elarobacter;s__
CP_C1_S3_prok_bin.61	church park	11	Control	93.68	4.89	7539087	645	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella;s__
CP_C1_S3_prok_bin.67	church park	11	Control	85.18	4.82	4129326	466	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Frankiaceae;g__JAVEDQ01;s__
CP_C1_S3_prok_bin.88	church park	11	Control	90.61	9.23	7864634	541	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
CP_C1_S3_prok_bin.99	church park	11	Control	95.4	2.39	6680355	272	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Actinacidiphila;s__
CP_C2_S1_prok_bin.3	church park	11	Control	86.14	4.04	6706356	1108	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinoallomurus;s__Actinoallomurus sp025964685
CP_H1_S2_bin.1	church park	11	High	87.14	1.58	4097972	310	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__JADGNZ01;s__
CP_H1_S2_bin.28	church park	11	High	82.48	8.22	4321551	346	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__
CP_H1_S2_prok_bin.24	church park	11	High	81.56	3.03	2925911	272	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__
CP_H2_S1_bin.12	church park	11	High	93.28	0.42	5376707	150	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__
CP_H2_S1_bin.3	church park	11	High	80	0.94	3639132	601	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__QHCC01;s__
CP_H3_S2_bin.12	church park	11	High	88.5	3.95	5497677	621	d__Bacteria;p__Armatimonadota;c__SYMT01;o__SYMT01;f__SYMT01;g__;s__
CP_H3_S2_bin.141	church park	11	High	98.42	0.96	6321817	159	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__
CP_H3_S2_bin.15	church park	11	High	94.85	0	4678658	24	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__
CP_H3_S2_bin.158	church park	11	High	97.77	0.15	5472897	99	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__CANJBX01;s__
CP_H3_S2_bin.161	church park	11	High	78.3	4.58	3607215	217	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__
CP_H3_S2_bin.183	church park	11	High	95	2.58	6663802	140	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JAIQFF01;s__
CP_H3_S2_bin.188	church park	11	High	92.47	0.83	2914646	29	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__;s__
CP_H3_S2_bin.32	church park	11	High	93.8	0.7	2780920	16	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-875;s__
CP_H3_S2_bin.44	church park	11	High	73.39	1.15	1944480	227	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
CP_H3_S2_bin.51	church park	11	High	85.82	2.63	7102393	669	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__CAMFLR01;s__
CP_H3_S2_bin.52	church park	11	High	97.48	1.22	5997607	51	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__JADZDJ01;g__JADZDJ01;s__
CP_H3_S2_bin.83	church park	11	High	79.6	3.67	2344958	287	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_H3_S2_bin.84	church park	11	High	95	2.93	2219011	56	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
CP_H3_S2_bin.95	church park	11	High	92.67	2.61	2995587	50	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_H3_S2_bin.97	church park	11	High	88.56	2.88	4612342	191	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__
CP_H3_S2_prok_bin.119	church park	11	High	94.54	5.38	6738622	92	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__JADGHX01;s__
CP_H3_S2_prok_bin.12	church park	11	High	99.29	5.91	9614499	212	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__
CP_H3_S2_prok_bin.131	church park	11	High	97.15	1.16	6908507	282	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__
CP_H3_S2_prok_bin.142	church park	11	High	79.09	4.84	2661000	69	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_H3_S2_prok_bin.16	church park	11	High	86.51	4.13	5281659	499	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JALZOC01;s__
CP_H3_S2_prok_bin.163	church park	11	High	87.68	3.13	6725105	878	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__
CP_H3_S2_prok_bin.174	church park	11	High	82.76	4.2	6272034	323	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
CP_H3_S2_prok_bin.179	church park	11	High	84.83	9.34	8903860	777	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__
CP_H3_S2_prok_bin.180	church park	11	High	91.66	10.22	4673306	535	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcus sp025965695
CP_H3_S2_prok_bin.182	church park	11	High	83.96	9.24	3912142	131	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__Palsa-739 sp025964535
CP_H3_S2_prok_bin.22	church park	11	High	90.4	1.89	3798597	409	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella_A;s__
CP_H3_S2_prok_bin.89	church park	11	High	86.41	2.56	3633567	553	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__
CP_L1_S1_bin.15	church park	11	Low	87.15	4.43	5619183	577	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__
CP_L1_S1_bin.19	church park	11	Low	86.3	5.04	4190344	522	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__
CP_L1_S1_bin.9	church park	11	Low	92.86	2.49	3673410	176	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__
CP_L1_S1_prok_bin.13	church park	11	Low	88.08	3.89	2900038	345	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
CP_L1_S2_bin.10	church park	11	Low	76.72	1.43	3213946	302	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__SZAS-18;g__;s__
CP_L1_S2_bin.110	church park	11	Low	96.56	3.95	3251147	259	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__
CP_L1_S2_bin.112	church park	11	Low	69.44	5.42	3992962	701	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__
CP_L1_S2_bin.117	church park	11	Low	92.16	1.52	9417309	344	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__;s__
CP_L1_S2_bin.126	church park	11	Low	95.91	4.43	4991274	189	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__JACCUS01;s__
CP_L1_S2_bin.129	church park	11	Low	88.97	10.12	9475335	298	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAJBVW01;s__
CP_L1_S2_bin.132	church park	11	Low	92.28	6.21	4798436	210	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__
CP_L1_S2_bin.148	church park	11	Low	92.55	5.5	6002932	41	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__JALOLF01;s__
CP_L1_S2_bin.155	church park	11	Low	84.6	1.6	6607981	643	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__TMP-7;s__
CP_L1_S2_bin.156	church park	11	Low	93.86	1.46	2024277	120	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
CP_L1_S2_bin.169	church park	11	Low	94.49	3.38	3175441	118	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__PALSA-555;g__;s__
CP_L1_S2_bin.17	church park	11	Low	96.3	0.09	2769978	37	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__JALZKA01;s__
CP_L1_S2_bin.170	church park	11	Low	97.38	3.35	3572262	59	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
CP_L1_S2_bin.174	church park	11	Low	97.83	9.16	6357244	197	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__
CP_L1_S2_bin.178	church park	11	Low	89.03	0.19	2256184	103	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
CP_L1_S2_bin.180	church park	11	Low	87.26	9.5	4377854	327	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
CP_L1_S2_bin.188	church park	11	Low	87.75	1.63	2444661	210	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__P2-11E;f__P2-11E;g__UBA4735;s__
CP_L1_S2_bin.46	church park	11	Low	100	5.76	9153276	154	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__;s__
CP_L1_S2_bin.47	church park	11	Low	85.94	6.09	2947798	184	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__
CP_L1_S2_bin.53	church park	11	Low	85.91	7.55	6168488	779	d__Bacteria;p__Chloroflexota;c__UBA6077;o__UBA6077;f__JACCZL01;g__JADZEM01;s__
CP_L1_S2_bin.59	church park	11	Low	92.1	3.68	3264223	183	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
CP_L1_S2_bin.65	church park	11	Low	95.9	1.21	5279713	212	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__JALOLF01;s__
CP_L1_S2_bin.66	church park	11	Low	85.26	1.55	2550187	315	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_B;s__
CP_L1_S2_bin.67	church park	11	Low	96.39	2.27	6672655	150	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__;s__
CP_L1_S2_bin.70	church park	11	Low	86.3	3.12	4927870	555	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__JAICTV01;s__
CP_L1_S2_bin.72	church park	11	Low	78.59	2.73	5543320	687	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__
CP_L1_S2_bin.9	church park	11	Low	86.22	2.28	2998022	298	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__
CP_L1_S2_bin.95	church park	11	Low	89.97	2.83	3279226	111	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__LC5-1;s__
