,OTUID,,Count in SJ v TP,Count in SF v SJ,Count in SF v TP,Count in SF v SJ shallow,Count in TP v SJ shallow,Count in SF v TP shallow,Count in SF v TP deep,Count in TP v SJ deep,Count in SJ v SF deep,Count in SF v TP OM,Count in SJ v SF OM,Count in TP v SJ OM
120,83740eb2728dba1eca843128aa76a918,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__uncultured; s__uncultured_bacterium,2,1,0,1,0,2,1,1,1,1,0,1
121,64e23d34203f46df7b0edcc071d32d88,d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium,2,2,2,3,2,4,2,1,3,2,1,2
122,a6b71494ac8e928cf60140ed73821bfb,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae,2,2,2,1,2,3,1,1,1,1,2,2
123,69a4a97e7ed45c09fb8aa1d618fc7fd1,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella; s__uncultured_bacterium,2,2,2,2,2,1,2,2,1,1,0,0
124,bf5317862ac6ef7cb84d037566262bf0,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Fimbriiglobus; s__uncultured_bacterium,2,1,2,1,2,2,1,2,2,1,1,1
125,a43f2b2589a7bf82a5d57f17338ffeaa,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3.20; g__TRA3,2,1,3,2,3,1,1,3,3,1,1,2
126,592e265a92f4ce93305f7a10aaf800d2,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium,2,2,2,2,2,3,1,1,1,1,3,3
127,695403c4affbdeb71d9705861a02af0f,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30.KF.CM45; g__JG30.KF.CM45; s__metagenome,2,2,1,1,1,0,0,1,1,0,2,2
128,854722888536e8bf2181c404053e624c,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Fimbriiglobus; s__metagenome,2,2,2,1,2,2,0,1,0,2,2,2
129,4d26b58fc9e552cd74f4b614fd938de4,d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured,2,0,1,0,1,1,1,1,1,0,0,2
130,4f17506f0225342e21fe3a46cff8fe93,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30.KF.CM45; g__JG30.KF.CM45; s__uncultured_Sphaerobacter,2,1,2,0,2,2,1,0,0,2,1,2
131,4bbd2f21b46ce4fc4c1a1d483456cc36,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__metagenome,2,1,2,1,2,2,0,2,1,0,1,2
132,55278caa231df21ef250e42b9b1295aa,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured,2,2,2,2,2,0,0,1,1,0,1,1
133,091d1839ce8917d9b832aa079f40c85f,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__uncultured; s__metagenome,2,2,2,2,2,5,2,1,2,3,3,1
134,c6eb8aa23efefdb7a26b466bfdd2c3cd,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus,2,2,1,1,1,0,0,2,2,0,1,1
135,9180e2d1785a5ffee939c20dec57b2f2,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured; s__uncultured_Acidobacteria,2,2,2,2,2,2,2,2,2,1,0,0
136,c8ed4f116a5cc3969503743739e8b4f1,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__Stenotrophobacter,2,2,1,1,1,1,0,1,0,0,1,1
137,65cf28fe34426af02929d5ff5fe82dc2,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__uncultured; s__uncultured_bacterium,2,5,2,5,2,5,5,4,3,12,9,5
138,b20990a1e715c9288b7b7b8a83d975f2,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium,2,3,4,3,4,4,6,2,3,5,4,4
139,c36bfaf2b0a4326b1e70256d078ba14e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae,2,1,0,0,0,1,1,0,0,7,2,4
140,76ea8360d00841f802d30d31572bd942,d__Bacteria; p__Chloroflexi; c__AD3; o__AD3; f__AD3; g__AD3; s__uncultured_bacterium,2,2,2,1,2,3,4,4,3,2,1,2
141,80b4eb60b63109c8fbf9a9e1209c4a5b,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG.13.54.9; f__RBG.13.54.9; g__RBG.13.54.9; s__uncultured_sludge,2,1,2,1,2,2,1,2,1,0,1,2
142,6e31bb44f784e9aa387fb302f6c3f24d,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Gimesiaceae; g__uncultured; s__uncultured_bacterium,2,3,3,4,3,4,1,2,2,3,2,3
143,3ce3886c682ec86d9b9991c8e969fbe0,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured,2,3,3,5,3,7,7,3,4,4,3,3
144,19f304ef428ea559b447c3ba0d3b4393,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,2,1,2,1,2,2,0,0,0,2,2,3
145,ad07ff98d8b2947edd52944695f708e0,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola,2,1,1,0,1,0,0,0,0,2,2,2
146,140627ba603f2aa2ad803461d1a4ffed,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__uncultured; s__uncultured_Verrucomicrobia,2,2,1,1,1,0,0,2,2,0,2,2
147,7f8301efde41010dfe5b1c7f03c1b450,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3.20; g__TRA3.20; s__metagenome,2,2,2,2,2,1,1,2,2,2,2,2
148,ea81c0e9d4249e1ec2f4a57738d587fb,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__Blastocatella,2,3,1,0,1,1,0,0,0,3,5,5
149,2d1f723562d3021d4ea74528a6ed4c09,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidiphilium; s__uncultured_bacterium,2,1,0,0,0,1,0,0,0,4,1,4
150,effd606b0f0dff929c896f76d288fa05,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__uncultured,2,2,2,2,2,2,3,3,2,2,2,2
151,0ceefd64b1f2c507a790e4f0f53ddebe,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula,2,2,3,3,3,0,0,2,1,0,4,3
152,c6798d5c5659eb0b94fba68a36c8e5ba,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__JGI_0001001.H03; s__uncultured_bacterium,2,1,2,1,2,3,1,1,1,2,2,2
153,a0a0543f761ca1561bdffc03c95a923e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured,2,1,2,2,2,1,2,2,1,0,0,0
154,b58ca5d91a967e1b743b5f7a4a1772f9,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2,2,5,2,6,2,6,8,5,6,3,2,0
155,6e4b50a611f333bfb12f3b9a4a9e8b61,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__uncultured,2,1,2,1,2,1,1,1,0,0,1,1
156,25f1d5a9e0f041cc23ec80e57656853d,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__metagenome,2,2,2,2,2,0,0,2,2,0,2,2
157,d7adb7576d62eec33c2ad66144916680,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,2,2,2,2,2,1,1,1,1,1,2,3
158,d5fade293f589488fb019ec300100aab,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_Gemmatimonadales,2,2,2,2,2,1,1,2,2,1,1,1
159,f26e158abf2b060b5feb3ac6f2d20193,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__metagenome,2,2,2,2,2,1,1,2,2,2,6,5
160,88e09da60853e8eb41ac551efff25653,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium,2,1,2,2,2,3,2,1,1,1,3,3
161,77028bb1bf96f67c708a5a76745c32a8,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae,2,3,2,3,2,4,5,2,3,2,1,1
162,f8cb6fb1f0b365276544ceca720c391a,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__bacterium_Ellin506,2,2,2,2,2,1,2,1,1,5,3,4
163,76742495a83f98578c9a1c5dc36a946c,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__uncultured,2,0,0,0,0,1,0,0,0,8,3,7
164,616a82e086600afde4757bf64db342f6,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Roseiarcus; s__uncultured_bacterium,2,4,1,4,1,5,3,1,3,4,4,2
165,b0b887720783c36863baed8ca93240ff,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067,2,2,2,2,2,3,3,2,2,0,2,2
166,9215a87639020ec3838c135043f19415,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Acidothermaceae; g__Acidothermus,2,2,2,2,2,3,6,4,2,4,1,1
167,5a0a78e028114c7a75469696904d23fa,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__1174.901,2,0,0,0,0,0,0,0,0,3,2,0
168,0a26ca23af805292db354ccfc5da05f6,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter; s__uncultured_soil,2,1,2,1,2,2,1,1,1,0,0,0
169,62fcaf791065827ff5aa341cd23b33f2,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group; s__uncultured_Planctomycetaceae,2,2,2,2,2,4,4,1,2,5,5,2
170,81acb31dbceefa12c569402455e704ba,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudolabrys,2,2,1,0,1,0,1,1,1,1,1,1
171,ea1d1dd6741208ebff972534efb93c4a,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia,2,2,1,2,1,1,0,1,1,2,3,3
172,e50d5a51cc5e430fc33514018a87516b,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__uncultured; s__uncultured_soil,2,1,2,1,2,2,2,2,0,3,0,2
173,60d58a3d81e258ee7d7247b46f48931a,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Actinoplanes,2,2,1,0,1,1,0,0,0,7,4,5
174,5515fb846cdbff2fdf26d25700c1b312,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter,2,2,2,2,2,2,0,1,1,0,2,3
175,98f97039efced295d5da11561a4c4f8e,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales,2,1,1,1,1,1,1,1,1,2,2,2
176,788ba0be6a018f46ec3672a4ff545cf1,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter,2,2,2,2,2,4,3,3,2,4,2,3
177,cf5d1bad886d099900bf129a623d83fe,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter; s__uncultured_Rudaea,1,0,0,0,0,0,0,0,0,1,1,1
178,ed1229a6dd3b22c50fd3aa8db3646f80,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidisoma,1,1,1,1,1,1,1,0,1,1,1,1
179,759d55e30f94f42316939c667d23f5ca,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__CPla.3_termite_group; g__CPla.3_termite_group,1,1,1,1,1,1,1,1,1,1,1,1
180,cc71c14d4d4aa0aabdfa6caa596371e6,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter; s__uncultured_Acidobacteria,1,1,1,1,1,1,1,1,1,1,1,0
181,38673ed4d11a008f2d196cc692be2f3e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae,1,0,1,1,1,1,0,1,0,2,0,0
182,d5056cb26beec57c416a3e9baf5a4f81,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cytophagaceae; g__Cytophagaceae; s__uncultured_bacterium,1,1,1,0,1,1,0,0,0,1,1,1
183,b4bbddd577476c16df3815f40c843d94,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__Acidicapsa; s__Acidicapsa_sp.,1,1,1,1,1,1,1,1,1,1,1,0
184,9f33bc1dc3fe95d9e085919a8cb0714a,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__A21b; g__A21b; s__uncultured_soil,1,0,0,0,0,0,0,0,0,1,1,1
185,4e5d5407a09f07bf0284bb57f8329f82,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter; s__uncultured_Chitinophagaceae,1,1,1,1,1,1,1,1,1,1,1,1
186,7259b295d119e34a72b818f94bffe025,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Pajaroellobacter; s__metagenome,1,1,1,1,1,1,1,1,1,1,1,1
187,53db0d9af48b1e7d6fdc440382a29f1a,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17; s__uncultured_Bacteroidetes,1,0,1,0,1,1,0,0,0,1,3,1
188,59ba3f5cf6bac95af378d5658cf27839,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured; s__uncultured_bacterium,1,1,0,1,0,1,1,1,1,0,0,0
189,c3897bb997bc03b1e3fb7c199f20d655,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae,1,2,1,1,1,1,1,1,1,6,3,3
190,fa41c606cb2507561db56e9710a8f370,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured,1,0,0,0,0,1,1,1,1,1,0,1
191,857127c611ccdd3dd80440af8e027ccf,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae,1,2,0,1,0,3,2,1,1,2,2,2
192,4f0c79898bb556c4302e84f76bfecbbe,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__Gemmata_sp.,1,0,1,0,1,1,1,1,0,0,0,0
193,eb28b1a40981d38e6a0aab251174dae1,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae; g__Kineosporia,1,1,1,1,1,1,1,1,0,1,1,1
194,2371484ce79cf04e059d1a15ea432087,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__uncultured_Chitinophagaceae,1,1,0,0,0,0,0,0,0,1,1,1
195,62a0beb068f5d09679e96c2bfad1a73b,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera; s__uncultured_bacterium,1,1,1,1,1,1,1,1,1,3,1,1
196,d3cfc64e894e29d3e00f7baaefc7284d,d__Bacteria; p__FCPU426; c__FCPU426; o__FCPU426; f__FCPU426; g__FCPU426; s__uncultured_bacterium,1,1,0,0,0,1,2,0,1,1,1,1
197,dda9b947c4ff9e61e0d6b1f5bae2d1c5,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter,1,1,0,0,0,0,0,0,0,3,2,2
198,64ef11a09df7e16c8827fd74d4ceecef,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,1,1,1,1,1,1,4,1,0,1,1,1
199,677d762afe0e2bd1f6554fafd33cdc90,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67.14; g__67.14; s__uncultured_actinobacterium,1,1,1,1,1,1,1,2,2,2,2,2
200,9d9d6439281f3830850d6bfebc013818,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__Granulicella; s__Granulicella_paludicola,1,1,0,0,0,1,0,0,0,1,1,1
201,21070048119ca1f1c7bb790e6c31f46f,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__uncultured; g__uncultured; s__uncultured_bacterium,1,1,1,2,1,1,1,2,2,1,2,2
202,735e187360fdf25275eaef881190740e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__uncultured; s__metagenome,1,1,1,2,1,3,2,1,1,1,3,2
203,84dedda7cac6f937cc65a150927f9fee,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia,1,1,1,1,1,1,1,1,1,2,2,1
204,9c3530c134c8b83eb31b77f3ca7e90d1,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__metagenome,1,1,2,2,2,2,3,1,2,1,5,5
205,a1087281564dff44783f3b0247bb3dfa,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__uncultured_bacterium,1,1,1,1,1,1,1,1,1,1,1,1
206,def3b41562437ea87f5a2d8e4ae3f7a3,d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__Obscuribacteraceae,1,1,1,1,1,1,1,1,1,1,1,1
207,2166cc8aa65af668ce3be572bd23afe6,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae,1,1,1,1,1,0,0,1,1,0,1,1
208,0dd44b0b571baf70db50c64a080034e1,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Thermomonosporaceae,1,1,1,0,1,1,1,1,1,0,0,0
209,6ea18626cf19d56a79e76948da13bb69,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae,1,0,0,0,0,2,0,0,0,2,0,2
210,91bb8f8903a7dbae20a65398db5b6785,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41; s__metagenome,1,1,1,1,1,1,1,1,1,1,1,1
211,5469ab8b8ffb41d892b2e3624bef0f61,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__uncultured_bacterium,1,0,1,0,1,1,1,1,0,1,0,1
212,90b04683d5b7ef64211f95b9d3ebdd1a,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Actinomycetospora,1,1,1,0,1,1,1,1,0,1,1,1
213,82edbb717f3c9db97c754ae01bf5493d,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__uncultured; s__uncultured_forest,1,2,1,2,1,2,2,1,1,1,1,0
214,773aa12c52b3a6b529534addcedd4366,d__Bacteria; p__Armatimonadota; c__Armatimonadia; o__Armatimonadales; f__Armatimonadales; g__Armatimonadales; s__uncultured_bacterium,1,0,0,0,0,0,1,0,0,2,4,3
215,cfec3f18ceed27d25e95bd8ee001feed,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__uncultured_Ferruginibacter,1,1,1,1,1,1,1,1,1,1,1,1
216,4b9410efdc4e2b334988741bf77ad20d,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured; g__uncultured; s__uncultured_proteobacterium,1,1,1,1,1,1,1,1,1,0,0,0
217,46b14e4969c754306af7095015e74163,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_Subgroup_1; g__Edaphobacter,1,0,1,0,1,1,0,0,0,1,2,2
218,254f072c60f9c975524574d62378aa0e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhodomicrobiaceae; g__Rhodomicrobium,1,1,1,1,1,1,1,1,1,0,0,0
219,c756ba2497fe2f3b87b6ccb07a7a1b6d,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera; s__uncultured_planctomycete,1,1,1,1,1,2,1,1,1,1,0,1
220,20dcf6a56a824c0458023eaf0ecd750a,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__A21b; g__A21b,1,1,1,1,1,2,1,2,1,1,1,1
221,375097b560fa92e9931a2b15b838c38e,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Frankiaceae; g__Jatrophihabitans; s__uncultured_actinobacterium,1,1,1,1,1,1,0,0,1,1,1,1
222,12e3ca83dcaed3e99c464f5ee7523768,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidiphilium,1,0,1,0,1,2,0,0,0,3,0,2
223,fe38ee44e0c4f209cce0daf5453b5412,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Inquilinaceae; g__Inquilinus; s__uncultured_eubacterium,1,2,1,2,1,2,1,1,1,2,2,1
224,8d27f553e2ddd1a75b0a15da7983a7e5,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Amycolatopsis,1,1,1,1,1,1,1,1,1,1,2,2
225,2503e9688a7a044a8c6685a2e9d11d76,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256; s__uncultured_Ferrimicrobium,1,1,1,2,1,2,2,1,1,1,1,1
226,73de0331dbdc52d52fb778307ccea6f7,d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Chthonomonas,1,1,1,1,1,1,1,1,1,1,1,1
227,5c108e74312d476d89a47f39d607e216,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae,1,1,2,1,2,2,2,1,1,1,3,3
228,b0ca587acce94276492488d562ac01d4,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__Ktedonobacter,1,1,1,1,1,1,1,1,1,1,1,1
229,5f3371113df8d9fd0068e06c7c9844f9,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__1174.901.12; s__Rhizobiales_bacterium,1,0,1,0,1,1,0,0,0,1,0,1
230,91a10c0bab2dae76a4406b6c8cb17cdb,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__uncultured,1,0,1,0,1,2,1,2,1,2,1,1
231,5eb8f39eabe3ae16188559dd5c6e687c,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Crossiella,1,1,1,1,1,1,1,1,1,1,1,1
232,c1af0c41eae4c5a3840340d0ac85c60c,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Oryzihumus; s__uncultured_bacterium,1,0,1,0,1,1,1,1,0,1,0,1
233,4c92db152b8e8986f94b1ca1a5d1a1c8,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Acidothermaceae; g__Acidothermus; s__uncultured_soil,1,1,1,0,1,1,2,1,0,2,1,1
234,28baf476704e62f7286e90e3857deb88,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__B12.WMSP1; f__B12.WMSP1; g__B12.WMSP1,1,0,1,0,1,1,1,1,0,1,0,1
235,d3908bba9d5a881e43f33ddab0213e6f,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3.20; g__TRA3.20; s__uncultured_beta,1,1,2,1,2,2,1,1,1,1,0,1
236,cab6a940c05b181ff897e65b5cdde26e,d__Bacteria; p__WPS.2; c__WPS.2; o__WPS.2; f__WPS.2; g__WPS,1,1,1,2,1,3,2,1,1,1,1,1
237,5d96070e98307021a0a4e78f57fdb8b9,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__uncultured_Planctomyces,1,2,2,2,2,1,4,3,3,2,1,1
238,b7f4fa70b7412ad7115785c597e7a1cd,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__uncultured_Conexibacteraceae,1,1,1,1,1,2,1,1,1,1,1,1
239,c524b9868d093a377253ce6e6076222e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Rhodovastum; s__uncultured_bacterium,1,1,1,1,1,1,1,1,1,1,2,2
240,ff03101434bee75efbb9229739068603,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured_soil,1,1,1,1,1,2,2,2,1,1,0,1
