OTUID		Site	Core	0-5cm	5-15cm	OM
63c3d3620714a70c191f7fae705d524b	d__Bacteria;  p__Planctomycetota;  c__Phycisphaerae;  o__Tepidisphaerales;  f__WD2101_soil_group;  g__WD2101_soil_group;  s__uncultured_Planctomycetales	SJ	5-15cm	FALSE	TRUE	FALSE
ecec680dfa8263d43890af65e2a608cb	d__Bacteria;  p__Planctomycetota;  c__Phycisphaerae;  o__Tepidisphaerales;  f__WD2101_soil_group;  g__WD2101_soil_group;  s__uncultured_Planctomycetales	TP	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
e956a425d4d403102f6db6b28ea61d7f	d__Bacteria;  p__Planctomycetota;  c__Phycisphaerae;  o__Tepidisphaerales;  f__WD2101_soil_group;  g__WD2101_soil_group;  s__uncultured_planctomycete	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
af22a0e9f3d0e33040333069b41755ce	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Gemmatales;  f__Gemmataceae;  g__uncultured; 	SF	5-15cm	FALSE	TRUE	FALSE
c60262a210173d6a6605e298797827d3	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Gemmatales;  f__Gemmataceae;  g__uncultured; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
af22a0e9f3d0e33040333069b41755ce	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Gemmatales;  f__Gemmataceae;  g__uncultured; 	TP	5-15cm	FALSE	TRUE	FALSE
c60262a210173d6a6605e298797827d3	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Gemmatales;  f__Gemmataceae;  g__uncultured; 	TP	5-15cm	FALSE	TRUE	FALSE
bc5be9baa6cd6225c9387c43c8c294b6	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Gemmatales;  f__Gemmataceae;  g__uncultured;  s__uncultured_bacterium	TP	0-5cm	TRUE	FALSE	FALSE
954122fe2924f58e605e25177bef89ea	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Gemmatales;  f__Gemmataceae;  g__uncultured;  s__uncultured_planctomycete	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
109ab78d9a4d2486b8e7e94b9080476c	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Gemmatales;  f__Gemmataceae;  g__uncultured;  s__uncultured_planctomycete	TP	5-15cm	FALSE	TRUE	FALSE
a7572501f9d1c90ceeabd1d99e46abf9	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Gemmatales;  f__Gemmataceae;  g__uncultured;  s__uncultured_soil	TP	5-15cm	FALSE	TRUE	FALSE
aaeaf48251cb111740428f41dd173118	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Isosphaerales;  f__Isosphaeraceae;  g__Aquisphaera; 	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
aaeaf48251cb111740428f41dd173118	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Isosphaerales;  f__Isosphaeraceae;  g__Aquisphaera; 	TP	5-15cm	FALSE	TRUE	FALSE
856c2f52e9359dd3b4ee1dbe2819ccf6	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Isosphaerales;  f__Isosphaeraceae;  g__Aquisphaera; 	TP	5-15cm	FALSE	TRUE	FALSE
76477de50a487448b95d148a9d8f2526	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Isosphaerales;  f__Isosphaeraceae;  g__Singulisphaera; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
8e64eda72e5211d573d405b335679494	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Isosphaerales;  f__Isosphaeraceae;  g__uncultured;  s__metagenome	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
8e64eda72e5211d573d405b335679494	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Isosphaerales;  f__Isosphaeraceae;  g__uncultured;  s__metagenome	TP	5-15cm	FALSE	TRUE	FALSE
ce60a6ff9d1ebb20bc5c414825cd8833	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Isosphaerales;  f__Isosphaeraceae;  g__uncultured;  s__metagenome	TP	OM	FALSE	FALSE	TRUE
595c8b8e312c12524cc06f2b7fda2a76	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Pirellulales;  f__Pirellulaceae;  g__Pir4_lineage;  s__metagenome	SJ	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
595c8b8e312c12524cc06f2b7fda2a76	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Pirellulales;  f__Pirellulaceae;  g__Pir4_lineage;  s__metagenome	TP	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
96a9a5266277f26897a76cc1483437a2	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Pirellulales;  f__Pirellulaceae;  g__Pir4_lineage;  s__metagenome	TP	"0-5cm, OM"	TRUE	FALSE	TRUE
43e7568ca9f141c79b1104cc520c679f	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Pirellulales;  f__Pirellulaceae;  g__Pirellula;  s__agricultural_soil	SJ	0-5cm	TRUE	FALSE	FALSE
5c3adc0e3d4a9ed3b695654b4fee0acd	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Planctomycetales;  f__uncultured;  g__uncultured;  s__uncultured_Planctomyces	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
5c3adc0e3d4a9ed3b695654b4fee0acd	d__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Planctomycetales;  f__uncultured;  g__uncultured;  s__uncultured_Planctomyces	TP	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
98681ff2bb6380bb37ee2d4cd82a493c	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Acetobacterales;  f__Acetobacteraceae;  g__Acidiphilium;  s__uncultured_bacterium	TP	OM	FALSE	FALSE	TRUE
500794c6e77b9f9f03c3168b168a3206	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Acetobacterales;  f__Acetobacteraceae;  g__Acidisoma; 	SF	OM	FALSE	FALSE	TRUE
79bbade0818e9b1532f858c484cfe52e	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Acetobacterales;  f__Acetobacteraceae;  g__Rhodovastum;  s__uncultured_bacterium	TP	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
66d2b628187f8fa3b00f5c3628cc161d	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Acetobacterales;  f__Acetobacteraceae;  g__uncultured; 	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
66d2b628187f8fa3b00f5c3628cc161d	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Acetobacterales;  f__Acetobacteraceae;  g__uncultured; 	TP	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
40bb5d1d6d94847da5c4d1a1e8121880	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Acetobacterales;  f__Acetobacteraceae;  g__uncultured; 	TP	OM	FALSE	FALSE	TRUE
55beb6d681cbc18642035e17ef775689	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Acetobacterales;  f__Acetobacteraceae;  g__uncultured;  s__uncultured_soil	TP	"0-5cm, OM"	TRUE	FALSE	TRUE
d3843642fb3c77ed98e31a35fa918c92	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Elsterales;  f__uncultured;  g__uncultured; 	TP	5-15cm	FALSE	TRUE	FALSE
3b2cd93d269ccb3d848124cbe197a98c	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Elsterales;  f__uncultured;  g__uncultured; 	TP	5-15cm	FALSE	TRUE	FALSE
284c506d6a39ac0fd6464da973bcd0c0	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Elsterales;  f__uncultured;  g__uncultured;  s__uncultured_proteobacterium	TP	5-15cm	FALSE	TRUE	FALSE
96dccb53652b1339d3b3642a5876d8f1	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Micropepsales;  f__Micropepsaceae;  g__uncultured;  s__metagenome	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
151f25319c8715bb49632a77fb021ad5	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Reyranellales;  f__Reyranellaceae;  g__Reyranella; 	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
151f25319c8715bb49632a77fb021ad5	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Reyranellales;  f__Reyranellaceae;  g__Reyranella; 	TP	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
a27686fef323630b42fc66660ad909bf	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Beijerinckiaceae; ; 	TP	OM	FALSE	FALSE	TRUE
04963a1d71e1bbb0ba42f544a0933cc1	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Beijerinckiaceae;  g__Roseiarcus;  s__uncultured_bacterium	SF	0-5cm	TRUE	FALSE	FALSE
a9164d01308501b576afa06256a15b0f	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Rhizobiaceae;  g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; 	SF	OM	FALSE	FALSE	TRUE
a9164d01308501b576afa06256a15b0f	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Rhizobiaceae;  g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; 	SJ	5-15cm	FALSE	TRUE	FALSE
a9164d01308501b576afa06256a15b0f	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Rhizobiaceae;  g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; 	TP	0-5cm	TRUE	FALSE	FALSE
6472eb8b1e09f892aca2f23182962903	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae; ; 	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
6472eb8b1e09f892aca2f23182962903	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae; ; 	SJ	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
6472eb8b1e09f892aca2f23182962903	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae; ; 	TP	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
d829bee4984f82ffc2453212157caf96	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae;  g__Bradyrhizobium; 	SJ	5-15cm	FALSE	TRUE	FALSE
d829bee4984f82ffc2453212157caf96	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae;  g__Bradyrhizobium; 	TP	5-15cm	FALSE	TRUE	FALSE
b71bf2a5e0b0256df394ba6f20181167	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae;  g__uncultured; 	SF	5-15cm	FALSE	TRUE	FALSE
c6f96c0b79d9a6b82fb53a5518bce977	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae;  g__uncultured; 	TP	0-5cm	TRUE	FALSE	FALSE
ff455197e5f668acf0c4aaee9bd0812f	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Xanthobacteraceae;  g__uncultured; 	TP	5-15cm	FALSE	TRUE	FALSE
2d16d001e21717f960cf771ae879b1dd	d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Sphingomonadales;  f__Sphingomonadaceae;  g__Sphingomonas; 	TP	OM	FALSE	FALSE	TRUE
87f80e1b75c17bba760e92b1f6969094	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__A21b;  g__A21b; 	SF	5-15cm	FALSE	TRUE	FALSE
87f80e1b75c17bba760e92b1f6969094	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__A21b;  g__A21b; 	TP	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
c7c02c07fb28c8730768bb76cafad3fe	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Burkholderiaceae;  g__Burkholderia-Caballeronia-Paraburkholderia; 	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
c7c02c07fb28c8730768bb76cafad3fe	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Burkholderiaceae;  g__Burkholderia-Caballeronia-Paraburkholderia; 	TP	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
f8b8173289056f3442317b4669562a60	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__TRA3-20;  g__TRA3-20;  s__metagenome	SJ	0-5cm	TRUE	FALSE	FALSE
d3908bba9d5a881e43f33ddab0213e6f	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__TRA3-20;  g__TRA3-20;  s__uncultured_beta	TP	0-5cm	TRUE	FALSE	FALSE
7876a5906e5be58d068237cd0b6ebb3c	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Gammaproteobacteria_Incertae_Sedis;  f__Unknown_Family;  g__Acidibacter; 	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
7876a5906e5be58d068237cd0b6ebb3c	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Gammaproteobacteria_Incertae_Sedis;  f__Unknown_Family;  g__Acidibacter; 	TP	5-15cm	FALSE	TRUE	FALSE
a1087281564dff44783f3b0247bb3dfa	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Gammaproteobacteria_Incertae_Sedis;  f__Unknown_Family;  g__Acidibacter;  s__uncultured_bacterium	SF	5-15cm	FALSE	TRUE	FALSE
157a7c6518a3b3e70daf62add4531002	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__WD260;  f__WD260;  g__WD260;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
197cac25851f42ea0811ba6eb3a4d044	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__WD260;  f__WD260;  g__WD260;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
b0739a7403f8d272bd84c838e0b14ddd	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__WD260;  f__WD260;  g__WD260;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
b7210d2bf84501b2a1e826808465dfed	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__WD260;  f__WD260;  g__WD260;  s__uncultured_bacterium	SF	0-5cm	TRUE	FALSE	FALSE
d5a1c10c46a0d737fc72a3fc23269650	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__WD260;  f__WD260;  g__WD260;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
157a7c6518a3b3e70daf62add4531002	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__WD260;  f__WD260;  g__WD260;  s__uncultured_bacterium	TP	5-15cm	FALSE	TRUE	FALSE
197cac25851f42ea0811ba6eb3a4d044	d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__WD260;  f__WD260;  g__WD260;  s__uncultured_bacterium	TP	5-15cm	FALSE	TRUE	FALSE
29abf79937c29f1d4d7d5739225d3b22	d__Bacteria;  p__RCP2-54;  c__RCP2-54;  o__RCP2-54;  f__RCP2-54;  g__RCP2-54;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
29abf79937c29f1d4d7d5739225d3b22	d__Bacteria;  p__RCP2-54;  c__RCP2-54;  o__RCP2-54;  f__RCP2-54;  g__RCP2-54;  s__uncultured_bacterium	TP	5-15cm	FALSE	TRUE	FALSE
4ed28f7be92e2e11a3e33683e302ccd4	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
adb802d4ddc711e8b083e72e05afc772	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
b0546a8c6a38415c52d2dc916319d3fd	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SF	5-15cm	FALSE	TRUE	FALSE
2d51eee954d47bb2f71665bd2691bb94	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SJ	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
4ed28f7be92e2e11a3e33683e302ccd4	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
604636abb30a5675c8c38a5f2e2e418b	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
79fabc1f8c9b43991bd218020dc7f5a1	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
7c2811bbf4c76ca806ce4178a5ecb7fe	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
7ef6a6f0dfd650a93138c85eebf1b5c0	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
b0546a8c6a38415c52d2dc916319d3fd	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
e8accbbab64dba2fe98edb7072796cc5	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
2d51eee954d47bb2f71665bd2691bb94	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
35bcf0206288fb49b7b43480dbb5afcc	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	0-5cm	TRUE	FALSE	FALSE
4ed28f7be92e2e11a3e33683e302ccd4	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
abae3771d5f40267f682b62f003a3d9b	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	"0-5cm, OM"	TRUE	FALSE	TRUE
ae4d03292a351ceb72569100d25a291c	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	0-5cm	TRUE	FALSE	FALSE
e8accbbab64dba2fe98edb7072796cc5	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
fa67e0725395e99d85af04956443c07d	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	0-5cm	TRUE	FALSE	FALSE
b0546a8c6a38415c52d2dc916319d3fd	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	5-15cm	FALSE	TRUE	FALSE
95da071fb3cd4567b09e95ef22b77859	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	5-15cm	FALSE	TRUE	FALSE
57cb542c918c06831e9b1faa9f13c04f	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter; 	TP	OM	FALSE	FALSE	TRUE
c1a919c0a7f5072418d76d102ba6f037	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter;  s__uncultured_Prosthecobacter	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
95e7e390c3cdb823bd6aef8cae5786d1	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter;  s__uncultured_Verrucomicrobia	SJ	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
6b92eb6baa133060382597c30765828d	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter;  s__uncultured_Verrucomicrobia	TP	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
95e7e390c3cdb823bd6aef8cae5786d1	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Candidatus_Udaeobacter;  s__uncultured_Verrucomicrobia	TP	5-15cm	FALSE	TRUE	FALSE
496905bc7a6adfac6a783af4aca2e9e2	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Chthoniobacter; 	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
65c3268f54fb5c5e0daac1bc159bb594	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Chthoniobacter; 	SF	OM	FALSE	FALSE	TRUE
c42d4cca470e8f087f5c34f87343909e	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Chthoniobacter;  s__bacterium_Ellin506	TP	"0-5cm, OM"	TRUE	FALSE	TRUE
ed20cdef613605a9d1fe98d8005e91fa	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__Chthoniobacter;  s__uncultured_bacterium	TP	OM	FALSE	FALSE	TRUE
5059586d0bae0529e70b213033b8d554	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Chthoniobacteraceae;  g__LD29;  s__uncultured_bacterium	TP	OM	FALSE	FALSE	TRUE
bace98f852162dd988162d240c66582d	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Xiphinematobacteraceae;  g__Candidatus_Xiphinematobacter;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
ca24cf1f0863dd16eb8dcee545c92d1e	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Xiphinematobacteraceae;  g__Candidatus_Xiphinematobacter;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
2a3cd196dd8abad166c3ada50c1fefd2	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Xiphinematobacteraceae;  g__Candidatus_Xiphinematobacter;  s__uncultured_bacterium	SF	OM	FALSE	FALSE	TRUE
ba8955d59a40e8ec83577e692ffa7d92	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Xiphinematobacteraceae;  g__Candidatus_Xiphinematobacter;  s__uncultured_bacterium	SJ	5-15cm	FALSE	TRUE	FALSE
7c5e43b67baf767b7e3dbfc961596180	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Xiphinematobacteraceae;  g__Candidatus_Xiphinematobacter;  s__uncultured_bacterium	TP	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
ca24cf1f0863dd16eb8dcee545c92d1e	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Xiphinematobacteraceae;  g__Candidatus_Xiphinematobacter;  s__uncultured_bacterium	TP	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
bace98f852162dd988162d240c66582d	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Xiphinematobacteraceae;  g__Candidatus_Xiphinematobacter;  s__uncultured_bacterium	TP	5-15cm	FALSE	TRUE	FALSE
2851d4f4db34365d076ca6125dd848c4	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Chthoniobacterales;  f__Xiphinematobacteraceae;  g__Candidatus_Xiphinematobacter;  s__uncultured_Verrucomicrobia	SF	OM	FALSE	FALSE	TRUE
5f721b0af0bafd1ff21eb1c6140c4d0f	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Methylacidiphilales;  f__Methylacidiphilaceae;  g__uncultured;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm"	TRUE	TRUE	FALSE
cd81cf2e9cf49ed204a338825c537fb3	d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Methylacidiphilales;  f__Methylacidiphilaceae;  g__uncultured;  s__uncultured_bacterium	SF	"0-5cm, 5-15cm, OM"	TRUE	TRUE	TRUE
