Sample_ID	Full_name_old	Plot	combo	Block_Unit	Depth	Date	samples	Weight (g)	combo	Unit	Block	Depth	Sampling Date	Soil Horizon	Date Processed	Sample Type	Water  (g)	Water Content [(w_d)/d]  (g/g)	Total Sample Dry Weight (g)	Soil pH	C (%)	N (%)	NH4_N (mg/L)	NO3_N(mg/L)	Notes		OTUID	D												
ASCC_79	SJ	T2A	SJ_TA2_0-5cm	3	0-5cm	9/27/23	ASCC79_T2A_3_0923_SJ_1C_5	0.31	SJ_TA2_0-5cm	TA	2	0-5cm	9/26/23	Mineral	10/25/23	NORM	1.12	0.125560538	510.3856972	7.441	3.3322	0.1997	0.4393	0.0915			ASCC	177							14	94	923	TP	1C	OM
ASCC_80	SJ	T4B	SJ_TB4_0-5cm	4	0-5cm	9/25/23	ASCC80_T4B_4_0923_SJ_1C_5	0.59	SJ_TB4_0-5cm	TB	4	0-5cm	9/28/23	Mineral	10/24/23	NORM	1.47	0.171728972	387.5042871	5.683	4.3277	0.337	2.6283	0.0753			ASCC	178							4	26	923	TP	1C	OM
ASCC_81	SJ	T3A	SJ_TA3_5-15cm	5	5_15cm	9/27/23	ASCC81_T3A_5_0923_SJ_1C_15	0.53	SJ_TA3_5-15cm	TA	3	5-15cm	9/27/23	Mineral	10/24/23	NORM	0.78	0.084598698	1064.9561	6.683	4.6085	0.2541	0.4435	0.0805			ASCC	179							16	110	923	TP	1C	OM
ASCC_82	SJ	T2C	SJ_TC2_5-15cm	5	5_15cm	9/27/23	ASCC82_T2C_5_0923_SJ_1C_15	0.34	SJ_TC2_5-15cm	TC	2	5-15cm	9/27/23	Mineral	10/25/23	NORM	0.77	0.083243243	654.4513473	6.915	3.5033	0.2615	0.4714	8.5137			ASCC	18							C3	5	923	SJ	1C	15
ASCC_83	SJ	T4B	SJ_TB4_0-5cm	4	0-5cm	9/25/23	ASCC83_T4B_4_0923_SJ_1C_5	0.35	SJ_TB4_0-5cm	TB	4	0-5cm	9/28/23	Mineral	10/24/23	NORM	1.47	0.171728972	387.5042871	5.683	4.3277	0.337	2.6283	0.0753			ASCC	180							7	43	923	TP	1C	OM
ASCC_84	SJ	C1	SJ_C1_5-15cm	4	5_15cm	9/26/23	ASCC84_C1_4_0923_SJ_1C_15	0.4	SJ_C1_5-15cm	C	1	5-15cm	9/26/23	Mineral	10/23/23	NORM	1.22	0.139110604	675.7464965	6.561	4.5979	0.2215	1.1381	0.0647			ASCC	181							11	73	923	TP	1C	OM
ASCC_85	SJ	C3	SJ_C3_5-15cm	3	5_15cm	9/27/23	ASCC85_C3_3_0923_SJ_1C_15	0.56	SJ_C3_5-15cm	C	3	5-15cm	9/27/23	Mineral	10/24/23	NORM	0.65	0.069742489	940.6469408	7.222	1.8771	0.0993	0.502	6.187			ASCC	182							1	4	923	TP	1C	OM
ASCC_86	SJ	T1A	SJ_TA1_5-15cm	3	5_15cm	9/26/23	ASCC86_T1A_3_0923_SJ_1C_15	0.39	SJ_TA1_5-15cm	TA	1	5-15cm	9/26/23	Mineral	11/9/23	NORM	1.474	0.163777778	561.2239832	7.657	3.7772	0.2363	0	0			ASCC	183							4	24	923	TP	1C	OM
ASCC_87	SJ	TB2	SJ_TB2_5-15cm	5	5_15cm	9/28/23	ASCC87_T4B_5_0923_SJ_1C_15	0.48	SJ_TB2_5-15cm	TB	2	5-15cm	9/26/23	Mineral	10/23/23	NORM	2.08	0.249759846	659.5667179	5.638	2.885	0.144	0.4132	0.0719			ASCC	184							6	39	923	TP	1C	OM
ASCC_88	SJ	T1A	SJ_TA1_0-5cm	2	0-5cm	9/26/23	ASCC88_T1A_2_0923_SJ_1C_5	0.57	SJ_TA1_0-5cm	TA	1	0-5cm	9/26/23	Mineral	11/9/23	NORM	1.04	0.116201117	771.5007508	6.99	3.3926	0.3452	0	0			ASCC	185							15	101	923	TP	1C	OM
ASCC_89	SJ	T2C	SJ_TC2_5-15cm	7	5_15cm	9/27/23	ASCC89_T2C_7_0923_SJ_1C_15	0.6	SJ_TC2_5-15cm	TC	2	5-15cm	9/27/23	Mineral	10/25/23	NORM	0.77	0.083243243	654.4513473	6.915	3.5033	0.2615	0.4714	8.5137			ASCC	186							9	60	923	TP	1C	OM
ASCC_90	SJ	T1B	SJ_TB1_0-5cm	4	0-5cm	9/26/23	ASCC90_T1B_4_0923_SJ_1_C_5	0.62	SJ_TB1_0-5cm	TB	1	0-5cm	9/26/23	Mineral	11/10/23	NORM	0.94	0.103867403	568.1841842	7.392	4.0209	0.2145	3.7138	0.1399			ASCC	189							13	87	923	TP	1C	OM
ASCC_91	SJ	T1B	SJ_TB1_5-15cm	4	5_15cm	9/26/23	ASCC91_T1B_4_0923_SJ_1C_15	0.64	SJ_TB1_5-15cm	TB	1	5-15cm	9/26/23	Mineral	11/10/23	NORM	0.85	0.092997812	654.9418418	7.417	3.8035	0.2612	0	0			ASCC	19							T2B	2	923	SJ	1C	15
ASCC_92	SJ	T1C	SJ_TC1_5-15cm	6	5_15cm	9/26/23	ASCC92_T1C_6_0923_SJ_1C_15	0.51	SJ_TC1_5-15cm	TC	1	5-15cm	9/26/23	Mineral	11/10/23	NORM	0.84	0.091603053	659.5437762	7.43	4.2984	0.2533	0	0			ASCC	190							16	111	923	TP	1C	OM
ASCC_93	SJ	T4B	SJ_TB4_0-5cm	3	0-5cm	9/25/23	ASCC93_T4B_3_0923 SJ_1C_5	0.31	SJ_TB4_0-5cm	TB	4	0-5cm	9/28/23	Mineral	10/24/23	NORM	1.47	0.171728972	387.5042871	5.683	4.3277	0.337	2.6283	0.0753			ASCC	191							T3B	2	923	SJ	1C	OM
ASCC_94	SJ	T4B	SJ_TB4_5-15cm	3	5_15cm	9/25/23	ASCC94_T4B_3_0923_SJ_1C_15	0.61	SJ_TB4_5-15cm	TB	4	5-15cm	9/25/23	Mineral	11/9/23	NORM	1.518	0.168854283	410.2307766	7.522	5.4406	0.2416	0	0			ASCC	192							T2A	4	923	SJ	1C	OM
ASCC_95	TP	14	TP_97_5-15cm	97	5_15cm	9/5/23	ASCC85_14_97_0923_TP_1C_15	0.54	TP_97_5-15cm	14	4	5-15cm	9/5/23	Mineral	9/20/23	NORM	1.126	0.119406151	435.4987685	5.401	1.3346	0.0151	0.2216	10.5191			ASCC	194							C1	5	923	SJ	1C	OM
ASCC_96	TP	16	TP_111_0-5cm	111	0-5cm	9/5/23	ASCC96_16_111_0923_TP_1C_5	0.7	TP_111_0-5cm	16	4	0-5cm	9/5/23	Mineral	9/13/23	NORM	0.5	0.052576236	440.3386513	5.758	0.832	0.0098	0.3152	0.0257			ASCC	195							C2	2	923	SJ	1C	OM
ASCC_97	TP	8	TP_51_0-5cm	51	0-5cm	9/6/23	ASCC97_8_51_0923_TP_1C_5	0.52	TP_51_0-5cm	8	2	0-5cm	9/6/23	Mineral	9/18/23	NORM	1.056	0.115158124	446.8603951	5.791	6.833	0.1706	0.2028	0.4294			ASCC	196							T1B	3	923	SJ	1C	OM
ASCC_98	TP	16	TP_110_5-15cm	110	5_15cm	9/5/23	ASCC98_16_110_0923_TP_1C_15	0.67	TP_110_5-15cm	16	4	5-15cm	9/5/23	Mineral	9/21/23	NORM	0.7	0.073917635	465.83647	5.662	1.3018	0.0229	0.2716	0.3845			ASCC	198							T1C	6	923	SJ	1C	OM
ASCC_99	TP	10	TP_68_5-15cm	68	5_15cm	9/6/23	ASCC99_10_68_0923_TP_1C_15	0.52	TP_68_5-15cm	10	3	5-15cm	9/6/23	Mineral	9/20/23	NORM	1.154	0.122116402	592.7281686	4.775	1.3844	0.0378	0.1816	0.0494			ASCC	2							T1A	6	923	SJ	1C	15
ASCC_100	TP	11	TP_73_0-5cm	73	0-5cm	9/6/23	ASCC100_11_73_0923_TP_1C_5	0.68	TP_73_0-5cm	11	3	0-5cm	9/6/23	Mineral	9/20/23	NORM	1.034	0.111063373	621.4046984	5.085	2.978	0.0731	0.2717	0.0423			ASCC	20							T3A	6	923	SJ	1C	5
ASCC_101	TP	10	TP_68_0-5cm	68	0-5cm	9/6/23	ASCC101_10_68_0928_TP_1C_5	0.34	TP_68_0-5cm	10	3	0-5cm	9/6/23	Mineral	9/21/23	NORM	0.888	0.09416755	513.385724	5.15	3.5482	0.1389	0.3015	0.0481			ASCC	201							T2B	4	923	SJ	1C	OM
ASCC_102	TP	12	TP_82_0-5cm	82	0-5cm	9/5/23	ASCC102_12_82_0923_TP_1C_5	0.58	TP_82_0-5cm	12	3	0-5cm	9/5/23	Mineral	9/20/23	NORM	1.022	0.109188034	350.3012907	5.228	4.9479	0.1383	0.2584	0.0558			ASCC	202							C4	6	923	SJ	1C	OM
ASCC_103	TP	11	TP_73_5-15cm	73	5_15cm	9/6/23	ASCC103_11_73_0923_TP_1C_15	0.41	TP_73_5-15cm	11	3	5-15cm	9/6/23	Mineral	9/20/23	NORM	0.77	0.080628272	625.3214147	4.878	1.9252	0.031	0.1969	0.0442			ASCC	203							C3	4	923	SJ	1C	OM
ASCC_104	TP	5	TP_32_5-15cm	32	5_15cm	9/6/23	ASCC104_5_32_0923_TP_1C_15	0.55	TP_32_5-15cm	5	2	5-15cm	9/6/23	Mineral	9/20/23	NORM	0.888	0.095074946	751.6380524	6.068	1.2623	0.0507	0.1967	0.048			ASCC	204							T4A	4	923	SJ	1C	OM
ASCC_105	TP	3	TP_15_5-15cm	15	5_15cm	9/6/23	ASCC105_3_15_0923_TP_1C_15	0.5	TP_15_5-15cm	3	1	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.854	0.091044776	349.9214774	5.974	2.4827	0.0529	0.1753	0.4036			ASCC	205							C2	5	923	SJ	1C	OM
ASCC_106	TP	7	TP_43_0-5cm	43	0-5cm	9/6/23	ASCC106_7_43_0923_TP_1C_5	0.69	TP_43_0-5cm	7	2	0-5cm	9/6/23	Mineral	9/18/23	NORM	0.5	0.051387461	870.7541544	6.242	0.953	0.0433	0.3273	0.4553			ASCC	206							T4B	4	923	SJ	1C	OM
ASCC_107	TP	2	TP_12_0-5cm	12	0-5cm	9/5/23	ASCC107_2_12_0923_TP_1C_5	0.6	TP_12_0-5cm	2	1	0-5cm	9/5/23	Mineral	9/15/23	NORM	0.25	0.025746653	252.7134739	6.45	1.2509	0.1175	0.4286	0.0298			ASCC	207							T3A	6	923	SJ	1C	OM
ASCC_108	TP	15	TP_100_0-5cm	100	0-5cm	9/5/23	ASCC108_15_100_0923_TP_1C_5	0.35	TP_100_0-5cm	15	4	0-5cm	9/5/23	Mineral	9/15/23	NORM	0.88	0.096174863	361.9677966	5.88	0.2406	0.053	0.2808	0.0372			ASCC	208							T1A	6	923	SJ	1C	OM
ASCC_109	TP	6	TP_39_0-5cm	39	0-5cm	9/6/23	ASCC109_6_39_0923_TP_1C_5	0.58	TP_39_0-5cm	6	2	0-5cm	9/6/23	Mineral	9/18/23	NORM	0.64	0.068449198	680.5751752	6.439	2.3208	0.0924	0.2	0.4885			ASCD	209							T3A	5	923	SJ	1C	OM
ASCC_110	TP	1	TP_3_0-5cm	3	0-5cm	9/5/23	ASCC110_1_3_0923_TP_1C_5	0.59	TP_3_0-5cm	1	1	0-5cm	9/5/23	Mineral	9/13/23	NORM	0.62	0.066027689	324.7195205	6.212	2.2166	0.0754	0.2955	0.0227			ASCC	21							T2C	3	923	SJ	1C	15
ASCC_111	TP	7	TP_44_5-15cm	44	5_15cm	9/6/23	ASCC111_7_44_0923_TP_1C_15	0.61	TP_44_5-15cm	7	2	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.46	0.048319328	602.5549499	6.148	0.6056	0.029	0.2003	0.0147			ASCC	210							T2C	7	923	SJ	1C	OM
ASCC_112	TP	8	TP_51_5-15cm	51	5_15cm	9/6/23	ASCC112_8_51_0923_TP_1C_15	0.52	TP_51_5-15cm	8	2	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.692	0.07276551	688.444952	5.974	1.2622	0.0212	0.1831	0.4683			ASCC	211							C4	4	923	SJ	1C	OM
ASCC_113	TP	12	TP_84_5-15cm	84	5_15cm	9/5/23	ASCC113_12_84_0923_TP_1C_15	0.49	TP_84_5-15cm	12	3	5-15cm	9/5/23	Mineral	9/20/23	NORM	0.61	0.064687169	358.5560259	5.53	2.1822	0.0637	0.182	0.3963			ASCC	212							T4C	6	923	SJ	1C	OM
ASCC_114	TP	9	TP_60_0-5cm	60	0-5cm	9/6/23	ASCC114_9_60_0923_TP_1C_5	0.46	TP_60_0-5cm	9	3	0-5cm	9/6/23	Mineral	9/20/23	NORM	1.186	0.129901424	435.8787321	5.054	4.6303	0.0872	0.3479	0.0457			ASCC	213							T3A	4	923	SJ	1C	OM
ASCC_115	TP	3	TP_15_0-5cm	15	0-5cm	9/6/23	ASCC115_3_15_0923_TP_1C_5	0.54	TP_15_0-5cm	3	1	0-5cm	9/6/23	Mineral	9/18/23	NORM	0.758	0.08012685	366.8643179	6.136	7.4091	0.1713	0.2378	0.3888			ASCC	214							C1	4	923	SJ	1C	OM
ASCC_116	TP	4	TP_24_0-5cm	24	0-5cm	9/6/23	ASCC116_4_24_0923_TP_1C_5	0.58	TP_24_0-5cm	4	1	0-5cm	9/5/23	Mineral	9/18/23	NORM	0.5	0.052521008	542.725509	6.483	3.1904	0.0854	0.2667	0.4161			ASCC	215							T4A	6	923	SJ	1C	OM
ASCC_117	TP	14	TP_94_5-15cm	94	5_15cm	9/5/23	ASCC117_14_94_0923_TP_1C_15	0.44	TP_94_5-15cm	14	4	5-15cm	9/5/23	Mineral	9/20/23	NORM	0.71	0.076098607	736.688994	5.523	0.931	0.0317	0.2801	0.063			ASCC	216							T4B	5	923	SJ	1C	OM
ASCC_118	TP	16	TP_110_0-5cm	110	0-5cm	9/5/23	ASCC118_16_110_0923_TP_1C_5	0.56	TP_110_0-5cm	16	4	0-5cm	9/5/23	Mineral	9/21/23	NORM	0.714	0.075635593	255.5791215	5.789	2.7184	0.0619	6.3704	0.372			ASCC	217							T3B	5	923	SJ	1C	OM
ASCC_119	TP	11	TP_72_0-5cm	72	0-5cm	9/6/23	ASCC119_11_72_0923_TP_1C_5	0.54	TP_72_0-5cm	11	3	0-5cm	9/6/23	Mineral	9/20/23	NORM	0.47	0.049525817	522.9123394	6.071	2.5884	0.0792	0.2616	0.0524			ASCC	218							T1A	3	923	SJ	1C	OM
ASCC_120	TP	3	TP_16_5-15cm	16	5_15cm	9/6/23	ASCC120_3_16_0923_TP_1C_15	0.79	TP_16_5-15cm	3	1	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.42	0.043887147	588.646006	5.888	1.1633	0.043	0.2533	0.0208			ASCC	219							T4A	3	923	SJ	1C	OM
ASCC_121	TP	6	TP_38_0-5cm	38	0-5cm	9/6/23	ASCC121_6_38_0923_TP_1C_5	0.65	TP_38_0-5cm	6	2	0-5cm	9/6/23	Mineral	9/20/23	NORM	0.612	0.063157895	786.2425743	7.209	0.9981	0.0463	0.2375	0.0399			ASCC	22							T3B	5	923	SJ	1C	15
ASCC_122	TP	8	TP_52_0-5cm	52	0-5cm	9/6/23	ASCC122_8_52_0923_TP_1C_5	0.37	TP_52_0-5cm	8	2	0-5cm	9/6/23	Mineral	9/20/23	NORM	0.47	0.049266247	527.8831768	6.322	1.9732	0.0661	0.2471	0.0163			ASCC	220							T1A	2	923	SJ	1C	OM
ASCC_123	TP	2	TP_12_5-15cm	12	5_15cm	9/5/23	ASCCI 23_2_12_0923_TP_1C_15	0.52	TP_12_5-15cm	2	1	5-15cm	9/5/23	Mineral	9/15/23	NORM	0.6	0.063829787	282.0094	5.921	1.0661	0.0304	0.2543	0.0315			ASCC	221							C4	3	923	SJ	1C	OM
ASCC_124	TP	4	TP_24_5-15cm	24	5_15cm	9/6/23	ASCCC124_4_24_0923_TP_1C_15	0.52	TP_24_5-15cm	4	1	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.42	0.044025157	613.0695181	5.844	3.5576	0.0461	0.1896	0.462			ASCC	222							T1A	2	923	SJ	1C	OM
ASCC_125	TP	14	TP_97_0-5cm	97	0-5cm	9/5/23	ASCC125_14_97_0923_TP_1C_5	0.57	TP_97_0-5cm	14	4	0-5cm	9/5/23	Mineral	9/20/23	NORM	0.96	0.102345416	426.4634236	5.385	2.4536	0.0623	0.272	0.0546			ASCC	223							C2	4	923	SJ	1C	OM
ASCC_126	TP	6	TP_39_5-15cm	39	5_15cm	9/6/23	ASCC126_6_39_0923_TP_1C_15	0.65	TP_39_5-15cm	6	2	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.59	0.062899787	891.7585757	6.503	0.201	0.0231	0.1695	0.3799			ASCC	224							C3	5	923	SJ	1C	OM
ASCC_127	TP	5	TP_32_0-5cm	32	0-5cm	9/6/23	ASCC127_5_32_0923_TP_1C_5	0.54	TP_32_0-5cm	5	2	0-5cm	9/6/23	Mineral	9/20/23	NORM	0.862	0.091897655	884.4235501	5.976	3.3675	0.0647	0.2182	0.5225			ASCC	225							T1C	4	923	SJ	1C	OM
ASCC_128	TP	15	TP_100_5-15cm	100	5_15cm	9/5/23	ASCC128_15_100_0923_TP_1C_15	0.57	TP_100_5-15cm	15	4	5-15cm	9/5/23	Mineral	9/15/23	NORM	0.48	0.050314465	425.662994	5.881	0.2238	0.058	0.2419	0.0372			ASCC	226							T2C	5	923	SJ	1C	OM
ASCC_129	TP	13	TP_87_0-5cm	87	0-5cm	9/5/23	ASCC129_13_87_0923_TP_1C_5	0.46	TP_87_0-5cm	13	4	0-5cm	9/5/23	Mineral	9/20/23	NORM	0.884	0.092954784	401.6360112	5.216	3.7523	0.1482	0.3671	0.0571			ASCC	227							TB3	3	923	SJ	1C	OM
ASCC_130	TP	4	TP_26_5-15cm	26	5_15cm	9/6/23	ASCC130_4_26_0923_TP_1C_15	0.76	TP_26_5-15cm	4	1	5-15cm	9/6/23	Mineral	9/20/23	NORM	0.53	0.054414784	776.2599805	5.911	1.0991	0.0272	0.2121	0.0115			ASCC	228							T4B	3	923	SJ	1C	OM
ASCC_131	TP	5	TP_33_0-5cm	33	0-5cm	9/6/23	ASCC131 _5_33_0923_TP_1C_5	0.57	TP_33_0-5cm	5	2	0-5cm	9/6/23	Mineral	9/18/23	NORM	0.3	0.030832477	723.328006	5.4	1.7162	0.0651	0.2564	0.5782			ASCC	229							C3	3	923	SJ	1C	OM
ASCC_132	TP	1	TP_4_0-5cm	4	0-5cm	9/5/23	ASCC132_1_4_0923_TP_1C_5	0.37	TP_4_0-5cm	1	1	0-5cm	9/5/23	Mineral	9/15/23	NORM	0.956	0.102906351	184.1860824	6.304	2.3874	0.0856	0.5265	0.0283			ASCC	23							C4	4	923	SJ	1C	15
ASCC_133	TP	2	TP_12_5-15cm	12	5_15cm	9/5/23	ASCC133_2_12_0923_TP_1C_15	0.64	TP_12_5-15cm	2	1	5-15cm	9/5/23	Mineral	9/15/23	NORM	0.6	0.063829787	282.0094	5.921	1.0661	0.0304	0.2543	0.0315			ASCC	230							T2B	3	923	SJ	1C	OM
ASCC_134	TP	10	TP_67_5-15cm	67	5_15cm	9/6/23	ASCC134_10_67_0923_TP_1C_15	0.57	TP_67_5-15cm	10	3	5-15cm	9/6/23	Mineral	9/20/23	NORM	0.54	0.057142857	535.6418919	5.991	0.7532	0.0139	0.2368	0.0505			ASCC	231							T2A	3	923	SJ	1C	OM
ASCC_135	TP	16	TP_111_5-15cm	111	5_15cm	9/5/23	ASCC135_16_111_0923_TP_1C_15	0.62	TP_111_5-15cm	16	4	5-15cm	9/5/23	Mineral	9/13/23	NORM	0.48	0.050367261	467.0461638	5.764	0.3258	0.0171	0.2503	0.0272			ASCC	232							T2A	5	923	SJ	1C	OM
ASCC_136	TP	4	TP_26_0-5cm	26	0-5cm	9/6/23	ASCC136_4_26_0923_TP_1C_5	0.52	TP_26_0-5cm	4	1	0-5cm	9/6/23	Mineral	9/21/23	NORM	0.764	0.080505796	298.8045056	5.963	0.6222	0.0501	0.3054	0.0104			ASCC	233							T3C	4	923	SJ	1C	OM
ASCC_137	TP	6	TP_38_5-15cm	38	5_15cm	9/6/23	ASCC137_6_38_0923_TP_1C_15	0.64	TP_38_5-15cm	6	2	5-15cm	9/6/23	Mineral	9/20/23	NORM	0.688	0.071517672	798.4002716	7.422	1.0959	0.0144	0.2093	0.0408			ASCC	234							T4C	5	923	SJ	1C	OM
ASCC_138	TP	2	TP_13_5-15cm	13	5_15cm	9/5/23	ASCC138_2_13_0923_TP_1C_15	0.44	TP_13_5-15cm	2	1	5-15cm	9/5/23	Mineral	9/15/23	NORM	1.564	0.173777778	314.2928815	6.544	5.5448	0.1288	0.1861	0.0342			ASCC	235							C1	5	923	SJ	1C	OM
ASCC_139	TP	14	TP_94_0-5cm	94	0-5cm	9/5/23	ASCC139_14_94_0923_TP_1C_5	0.33	TP_94_0-5cm	14	4	0-5cm	9/5/23	Mineral	9/20/23	NORM	1.04	0.116331096	436.779018	5.253	2.981	0.0876	0.316	0.0616			ASCC	236							T4C	4	923	SJ	1C	OM
ASCC_140	TP	5	TP_33_5-15cm	33	5_15cm	9/6/23	ASCC140_5_33_0923_TP_1C_15	0.72	TP_33_5-15cm	5	2	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.46	0.048016701	815.4927291	6.106	0.2904	0.0272	0.2247	0.3082			ASCC	237							T1B	5	923	SJ	1C	OM
ASCC_141	TP	7	TP_43_5-15cm	43	5_15cm	9/6/23	ASCC141_7_43_0923_TP_1C_15	0.64	TP_43_5-15cm	7	2	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.596	0.061889927	824.7559163	6.065	1.4561	0.0201	0.1926	0.594			ASCC	238							112	823	SF	1C	OM	
ASCC_142	TP	9	TP_58_5-15cm	58	5_15cm	9/6/23	ASCC142_9_58_0923_TP_1C_15	0.43	TP_58_5-15cm	9	3	5-15cm	9/6/23	Mineral	9/20/23	NORM	0.54	0.056842105	649.7848606	5.855	0.3736	0.0161	0.2282	27.3231			ASCC	239							T2B	6	923	SJ	1C	OM
ASCC_143	TP	1	TP_3_0-5cm	3	0-5cm	9/5/23	ASCC143_1_3_0923_TP_1C_5	0.72	TP_3_0-5cm	1	1	0-5cm	9/5/23	Mineral	9/13/23	NORM	0.62	0.066027689	324.7195205	6.212	2.2166	0.0754	0.2955	0.0227			ASCC	24							T3B	3	923	SJ	1C	5
ASCC_144	TP	1	TP_4_5-15cm	4	5_15cm	9/5/23	ASCC144_1_4_0923_TP_1C_15	0. 57	TP_4_5-15cm	1	1	5-15cm	9/5/23	Mineral	9/15/23	NORM	1.172	0.125347594	528.761072	6.151	0.7672	0.0281	0.234	0.0293			ASCC	240							T3C	5	923	SJ	1C	OM
ASCC_145	TP	15	TP_101_5-15cm	101	5_15cm	9/5/23	ASCC145_15_101_0923_TP_1C_15	0.48	TP_101_5-15cm	15	4	5-15cm	9/5/23	Mineral	9/15/23	NORM	0.846	0.08952381	426.2596154	6.372	3.857	0.104	0.219	0.0366			ASCC	241							T1B	4	923	SJ	1C	OM
ASCC_146	TP	12	TP_82_5-15cm	82	5_15cm	9/5/23	ASCC146_12_82_0923_TP_1C_15	0.45	TP_82_5-15cm	12	3	5-15cm	9/5/23	Mineral	9/20/23	NORM	1.068	0.115086207	459.596753	5.501	1.7317	0.0513	0.3065	0.056			ASCC	242							T1C	3	923	SJ	1C	OM
ASCC_147	TP	2	TP_13_0-5cm	13	0-5cm	9/5/23	ASCC147_2_13_0923_TP_1C_5	0.45	TP_13_0-5cm	2	1	0-5cm	9/5/23	Mineral	9/15/23	NORM	1.058	0.114750542	368.6026464	6.145	1.5717	0.0325	0.3914	0.0326			ASCC	243							T2C	3	923	SJ	1C	OM
ASCC_148	TP	10	TP_67_0-5cm	67	0-5cm	9/6/23	ASCC148_10_67_0923_TP_1C_5	0.6	TP_67_0-5cm	10	3	0-5cm	9/6/23	Mineral	9/20/23	NORM	0.54	0.056962025	740.2252695	5.311	3.5187	0.0946	0.2242	0.0506			ASCC	244							T3C	3	923	SJ	1C	OM
ASCC_149	TP	3	TP_16_0-5cm	16	0-5cm	9/6/23	ASCC149_3_16_0923_TP_1C_5	0.39	TP_16_0-5cm	3	1	0-5cm	9/6/23	Mineral	9/20/23	NORM	0.36	0.037267081	670.8011976	6.036	2.302	0.0758	0.3194	0.019			ASCC	245							76	823	SF	1C	OM	
ASCC_150	TP	9	TP_58_0-5cm	58	0-5cm	9/6/23	ASCC150_9_58_0923_TP_1C_5	0.64	TP_58_0-5cm	9	3	0-5cm	9/6/23	Mineral	9/20/23	NORM	0.43	0.044838373	814.5278942	5.971	1.2076	0.0589	0.2719	0.0391			ASCC	246							32	823	SF	1C	OM	
ASCC_151	TP	9	TP_60_5-15cm	60	5_15cm	9/6/23	ASCC151_9_60_0923_TP_1C_15	0.38	TP_60_5-15cm	9	3	5-15cm	9/6/23	Mineral	9/20/23	NORM	1.292	0.13982684	510.9548044	4.914	1.1206	0.0311	0.2025	0.0467			ASCC	247							151	823	SF	1C	OM	
ASCC_152	TP	7	TP_44_0-5cm	44	0-5cm	9/6/23	ASCC152_7_44_0923_TP_1C_5	0.4	TP_44_0-5cm	7	2	0-5cm	9/6/23	Mineral	9/18/23	NORM	0.37	0.038302277	491.0419741	6.438	2.0464	0.0633	0.2661	0.0142			ASCC	25							T3C	3	923	SJ	1C	5
ASCC_153	TP	13	TP_87_5-15cm	87	5_15cm	9/5/23	ASCC153_13_87_0923_TP_1C_15	0.71	TP_87_5-15cm	13	4	5-15cm	9/5/23	Mineral	9/20/23	NORM	1.05	0.1124197	361.1856208	5.565	2.2919	0.0556	0.2789	0.0596			ASCC	250							55	SF	823	1C	OM	
ASCC_154	TP	15	TP_101_0-5cm	101	0-5cm	9/5/23	ASCC154_15_101_0923_TP_1C_5	0.54	TP_101_0-5cm	15	4	0-5cm	9/5/23	Mineral	9/15/23	NORM	0.99	0.10554371	267.5606557	5.996	0.6915	0.0233	0.3222	0.0342			ASCC	251							5	823	SF	1C	OM	
ASCC_155	TP	13	TP_88_0-5cm	88	0-5cm	9/5/23	ASCC155_13_88_0923_TP_1C_5	0.54	TP_88_0-5cm	13	4	0-5cm	9/5/23	Mineral	9/20/23	NORM	0.8	0.087051143	461.8365966	5.745	3.6139	0.0796	0.5307	0.0592			ASCC	252							84	823	SF	1C	OM	
ASCC_156	TP	8	TP_52_5-15cm	52	5_15cm	9/6/23	ASCC156_8_52_0923_TP_1C_15	0.53	TP_52_5-15cm	8	2	5-15cm	9/6/23	Mineral	9/18/23	NORM	0.5	0.052742616	762.4370741	6.073	1.0984	0.0395	0.234	0.0181			ASCC	255							62	823	SF	1C	OM	
ASCC_157	TP	13	TP_88_5-15cm	88	5_15cm	9/5/23	ASCC157_13_88_0923_TP_1C_15	0.62	TP_88_5-15cm	13	4	5-15cm	9/5/23	Mineral	9/20/23	NORM	0.77	0.083333333	693.4984615	5.746	0.8345	0.04	0.295	0.0596			ASCC	256							168	823	SF	1C	OM	
ASCC_158	TP	1	TP_3_5-15cm	3	5_15cm	9/5/23	ASCC 158_1_3_0923_TP_1C_15	0.54	TP_3_5-15cm	1	1	5-15cm	9/5/23	Mineral	9/13/23	NORM	0.56	0.059574468	381.3040161	5.919	0.5115	0.0209	0.3016	15.4922			ASCC	257							75	823	SF	1C	OM	
ASCC_159	TP	12	TP_84_0-5cm	84	0-5cm	9/5/23	ASCC159_12_84_0923_TP_1C_5	0.48	TP_84_0-5cm	12	3	0-5cm	9/5/23	Mineral	9/18/23	NORM	0.84	0.091803279	429.3813814	5.602	2.8686	0.069	0.2141	0.4132			ASCC	258							57	823	SF	1C	OM	
